,Doc_ID,Name_x,descriptions_x,titles,date,source,citations,Location,Name_y,descriptions_y,similar_area,area_score
1248,1248,amarda shehu,emerging view molecular biology molecules intrinsically dynamic systems rearranging different structures interact molecules cell rearrangements take place energy landscapes vast multimodal minima housing alternative structures multiplicity biologicallyactive structures prompting researchers expand treatment classic computational biology problems templatefree protein structure prediction problem psp beyond quest global optimum paper revisit subpopulationoriented eas vehicles switch objective classic optimization landscape mapping specifically present two eas one makes use subpopulation competition allocate computational resources fitter subpopulations another additionally utilizes niche preservation technique,using subpopulation eas map molecular structure landscapes,7/13/2019,using subpopulation eas map molecular structure landscapes,8.0,Google Scholar,amarda shehu,emerge view molecular biology molecule intrinsically dynamic system rearrange different structure interact molecule cell rearrangement take place energy landscape vast multimodal minima housing alternative structure multiplicity biologicallyactive structure prompt researcher expand treatment classic computational biology problem templatefree protein structure prediction problem psp beyond quest global optimum paper revisit subpopulationoriente eas vehicle switch objective classic optimization landscape mapping specifically present two ea one make use subpopulation competition allocate computational resource fitter subpopulation another additionally utilize niche preservation technique,structural engineering,0.264235283535468
1249,1249,amarda shehu,paper investigate utility dimensionality reduction tool analyze simplify structure space probed de novo protein structure prediction methods conduct principled comparative analysis order identify techniques effective used decoy selection analysis allows drawing several interesting observations instance many reportedly stateoftheart nonlinear dimensionality reduction techniques fare poorly outperformed linear techniques tend consistent performance across various protein structure data sets analysis paper likely open way new techniques make use reduced dimensions organize protein structure data automatically detect elusive native structure protein show preliminary results direction,principled comparative analysis dimensionality reduction techniques protein structure decoy data,2016/4,principled comparative analysis dimensionality reduction techniques protein structure decoy data,8.0,Google Scholar,amarda shehu,paper investigate utility dimensionality reduction tool analyze simplify structure space probe de novo protein structure prediction method conduct principle comparative analysis order identify technique effective use decoy selection analysis allow draw several interesting observation instance many reportedly stateoftheart nonlinear dimensionality reduction technique fare poorly outperform linear technique tend consistent performance across various protein structure data set analysis paper likely open way new technique make use reduce dimension organize protein structure datum automatically detect elusive native structure protein show preliminary result direction,structural engineering,0.2624520248740283
1256,1256,amarda shehu,controlling quality tertiary structures computed protein molecule remains central challenge denovo protein structure prediction rule thumb generate many structures afforded effectively acknowledging structures increases likelihood reside near sought biologicallyactive structure major drawback approach computing large number structures imposes time space costs paper propose novel clusteringbased approach demonstrate significantly reduce ensemble generated structures without sacrificing quality evaluations related benchmark casp target proteins structure ensembles subjected proposed approach source code proposed approach publiclyavailable links provided section,reducing ensembles protein tertiary structures generated de novo via clustering,5/9/2020,reducing ensembles protein tertiary structures generated de novo via clustering,7.0,Google Scholar,amarda shehu,control quality tertiary structure compute protein molecule remain central challenge denovo protein structure prediction rule thumb generate many structure afford effectively acknowledge structure increase likelihood reside near seek biologicallyactive structure major drawback approach compute large number structure impose time space cost paper propose novel clusteringbase approach demonstrate significantly reduce ensemble generate structure without sacrifice quality evaluation relate benchmark casp target protein structure ensemble subject propose approach source code propose approach publiclyavailable link provide section,structural engineering,0.4132841425773678
1265,1265,amarda shehu,significant efforts devoted resolving biologicallyactive structures wet dry laboratories particular due hardware algorithmic innovations computational methods obtain thousands structures populate structure space protein interest advances attention turns organizing computed structures extract underlying organization structure space service highlighting biologicallyactive structural states paper report promise leveraging community detection methods designed originally detect communities social networks organize protein structure spaces probed silico report principled comparison methods along several metrics proteins diverse folds lengths importantly present rigorous evaluation context decoy selection templatefree protein structure prediction,community detection decoy selection templatefree protein structure prediction,8/15/2018,community detection decoy selection templatefree protein structure prediction,6.0,Google Scholar,amarda shehu,significant effort devote resolve biologicallyactive structure wet dry laboratory particular due hardware algorithmic innovation computational method obtain thousand structure populate structure space protein interest advance attention turn organize compute structure extract underlying organization structure space service highlight biologicallyactive structural state paper report promise leverage community detection method design originally detect community social network organize protein structure space probe silico report principle comparison method along several metric protein diverse fold length importantly present rigorous evaluation context decoy selection templatefree protein structure prediction,structural engineering,0.3645212917437374
1267,1267,amarda shehu,ras enzyme mediates critical signaling pathways cell proliferation development transitioning gtpactive gdpbound inactive states many cancers linked specific ras mutations affecting conformational switching active inactive states detailed understanding sequencestructurefunction space ras missing paper provide first steps towards understanding conduct detailed analysis xray structures wildtype mutant variants ras embed structures onto lowdimensional structure space means principal component analysis pca show structures energetically feasible wildtype ras propose probabilistic conformational search algorithm populate structure space wildtype ras algorithm explores lowdimensional map guided principal,exploring structure space wildtype ras guided experimental data,9/22/2013,exploring structure space wildtype ras guided experimental data,6.0,Google Scholar,amarda shehu,ras enzyme mediate critical signal pathways cell proliferation development transition gtpactive gdpbound inactive state many cancer link specific ras mutation affect conformational switch active inactive state detail understanding sequencestructurefunction space ras miss paper provide first step towards understand conduct detailed analysis xray structures wildtype mutant variants ras embe structure onto lowdimensional structure space mean principal component analysis pca show structure energetically feasible wildtype ras propose probabilistic conformational search algorithm populate structure space wildtype ras algorithm explore lowdimensional map guide principal,structural engineering,0.2119557604627189
1271,1271,amarda shehu,central challenge templatefree protein structure prediction controlling quality computed tertiary structures also known decoys given size dimensionality inherent characteristics protein structure space nontrivial current mechanism employed decoy generation algorithms relies generating many decoys afforded impractical uninformed metrics interest decoy dataset paper propose equip decoy generation algorithm evolving map protein structure space map utilizes lowdimensional representations protein structure serves memory whose granularity controlled evaluations diverse target sequences show drastic reductions storage sacrifice decoy quality indicating promise proposed mechanism decoy generation algorithms templatefree protein structure prediction,equipping decoy generation algorithms templatefree protein structure prediction maps protein conformation space,2019/3,equipping decoy generation algorithms templatefree protein structure prediction maps protein conformation space,5.0,Google Scholar,amarda shehu,central challenge templatefree protein structure prediction control quality compute tertiary structure also know decoy give size dimensionality inherent characteristic protein structure space nontrivial current mechanism employ decoy generation algorithms rely generate many decoy afford impractical uninformed metric interest decoy dataset paper propose equip decoy generation algorithm evolve map protein structure space map utilize lowdimensional representation protein structure serve memory whose granularity control evaluation diverse target sequence show drastic reduction storage sacrifice decoy quality indicate promise propose mechanism decoy generation algorithm templatefree protein structure prediction,structural engineering,0.2625569846962102
1273,1273,amarda shehu,focus important diseases time prompted many experimental labs resolve deposit functional structures diseasecausing diseaseparticipating proteins point many functional structures wildtype diseaseinvolved variants protein exist structural databases objective computational approaches employ information discover features underlying energy landscape functional structures reside important questions subset structures thermodynamicallystable remain unanswered challenge transform essentially discrete problem one continuous optimization suitable effective paper present transformation allows adapting applying evolution strategies explore underlying continuous variable space locate global optimum multimodal fitness,evolution strategies exploring protein energy landscapes,7/11/2015,evolution strategies exploring protein energy landscapes,5.0,Google Scholar,amarda shehu,focus important disease time prompt many experimental lab resolve deposit functional structure diseasecause diseaseparticipate protein point many functional structure wildtype diseaseinvolve variant protein exist structural database objective computational approach employ information discover feature underlie energy landscape functional structure reside important question subset structure thermodynamicallystable remain unanswered challenge transform essentially discrete problem one continuous optimization suitable effective paper present transformation allow adapt apply evolution strategy explore underlie continuous variable space locate global optimum multimodal fitness,structural engineering,0.2655273953168418
1276,1276,amarda shehu,universe protein structures contains many dark regions beyond reach experimental techniques yet knowledge tertiary structure protein employs interact partners cell critical understanding biological function dysfunction great progress made silico methods generate structures part optimization recently generative models based neural networks debuted generating protein structures typically limited showing generated structures credible paper go beyond objective design variational autoencoders evaluate whether replace existing established methods evaluate various architectures via rigorous metrics comparison popular rosetta framework presented results promising show seeded sufficient physically,variational autoencoders protein structure prediction,9/21/2020,variational autoencoders protein structure prediction,4.0,Google Scholar,amarda shehu,universe protein structure contain many dark region beyond reach experimental technique yet knowledge tertiary structure protein employ interact partner cell critical understanding biological function dysfunction great progress make silico method generate structure part optimization recently generative model base neural network debut generate protein structure typically limit show generate structure credible paper go beyond objective design variational autoencoder evaluate whether replace exist establish method evaluate various architecture via rigorous metric comparison popular rosetta framework present result promise show seed sufficient physically,structural engineering,0.3107129755763176
1277,1277,amarda shehu,road discovery biological activities protein molecule cell goes knowledge threedimensional biologicallyactive structure current evidence suggests significant regions protein universe inaccessible either wetlaboratory structure determination homology modeling great progress made computational approaches elucidating dark regions proteome inherent challenges remain paper advance research addressing one challenge known model quality assessment essence task involves discriminating relevant structure among many computed protein interest propose method based deep learning evaluate tertiary structures computed popular denovo platform benchmark datasets method uses novel protein residueresidue distance features improved residue,deep ranking templatefree protein structure prediction,9/21/2020,deep ranking templatefree protein structure prediction,4.0,Google Scholar,amarda shehu,road discovery biological activity protein molecule cell go knowledge threedimensional biologicallyactive structure current evidence suggest significant region protein universe inaccessible either wetlaboratory structure determination homology model great progress make computational approach elucidate dark region proteome inherent challenge remain paper advance research address one challenge know model quality assessment essence task involve discriminate relevant structure among many compute protein interest propose method base deep learning evaluate tertiary structure compute popular denovo platform benchmark dataset method use novel protein residueresidue distance feature improve residue,structural engineering,0.2585656581214809
1278,1278,amarda shehu,rapid growth molecular structure data renewing interest featurizing structure featurizations retain information biological activity particularly sought protein molecules decades research shown indeed structure encodes function research featurization protein structure active assess promise autoencoders motivated rapid progress neural network research investigate evaluate autoencoders yielding linear nonlinear featurizations protein tertiary structures additional reason focus autoencoders engine obtain featurizations versatility architectures ease changes architecture yield linear versus nonlinear features opensource neural network libraries keras employ greatly facilitate constructing training evaluating autoencoder architectures conducting model search autoencoders yet gained popularity structure biology community demonstrate utility practical context employing autoencoderbased featurizations address classic problem decoy selection protein structure prediction utilizing offtheshelf supervised learning methods demonstrate featurizations indeed meaningful allow detecting active tertiary structures thus opening way avenues research,evaluating autoencoderbased featurization supervised learning protein decoy selection,3/4/2020,evaluating autoencoderbased featurization supervised learning protein decoy selection,4.0,Google Scholar,amarda shehu,rapid growth molecular structure datum renew interest featurizing structure featurization retain information biological activity particularly seek protein molecule decade research show indeed structure encode function research featurization protein structure active assess promise autoencoder motivate rapid progress neural network research investigate evaluate autoencoder yield linear nonlinear featurization protein tertiary structure additional reason focus autoencoder engine obtain featurization versatility architecture ease change architecture yield linear versus nonlinear feature opensource neural network librarie keras employ greatly facilitate construct training evaluate autoencoder architecture conduct model search autoencoder yet gain popularity structure biology community demonstrate utility practical context employ autoencoderbase featurization address classic problem decoy selection protein structure prediction utilize offtheshelf supervised learning method demonstrate featurization indeed meaningful allow detect active tertiary structure thus open way avenue research,structural engineering,0.3126893081211399
1279,1279,amarda shehu,important goal templatefree protein structure prediction control quality computed tertiary structures target aminoacid sequence despite great advances algorithmic research given size dimensionality inherent characteristics protein structure space task remains exceptionally challenging current practice aim generate many structures afforded increase likelihood reside near sought unknown biologicallyactivenative structure operating within given computational budget impractical uninformed metrics interest paper propose instead equip algorithms generate tertiary structures also known decoy generation algorithms memory protein structure space explore specifically propose evolving granularitycontrollable map,building maps protein structure spaces templatefree protein structure prediction,12/31/2019,building maps protein structure spaces templatefree protein structure prediction,4.0,Google Scholar,amarda shehu,important goal templatefree protein structure prediction control quality compute tertiary structure target aminoacid sequence despite great advance algorithmic research give size dimensionality inherent characteristic protein structure space task remain exceptionally challenge current practice aim generate many structure afford increase likelihood reside near seek unknown biologicallyactivenative structure operate within give computational budget impractical uninformed metric interest paper propose instead equip algorithm generate tertiary structure also know decoy generation algorithm memory protein structure space explore specifically propose evolve granularitycontrollable map,structural engineering,0.3687617101732726
1280,1280,amarda shehu,molecular dynamics simulation software provides us view structure space accessed molecule increasingly markov state models proposed integrate various simulations molecule extract equilibrium structural dynamics approach relies organizing structures accessed simulation states attempt identify thermodynamicallystable semistable macro states among transitions quantified typically offtheshelf clustering algorithms used purpose paper investigate two additional complementary approaches state identification rely graph embeddings structures particular show allows revealing basins energy landscape associated accessed structure space moreover demonstrate basins directly tied stable semistable states yield better model dynamics proofofconcept application,connecting molecular energy landscape analysis markov modelbased analysis equilibrium structural dynamics,3/18/2019,connecting molecular energy landscape analysis markov modelbased analysis equilibrium structural dynamics,4.0,Google Scholar,amarda shehu,molecular dynamic simulation software provide we view structure space access molecule increasingly markov state model propose integrate various simulation molecule extract equilibrium structural dynamic approach rely organize structure access simulation state attempt identify thermodynamicallystable semistable macro state among transition quantify typically offtheshelf clustering algorithm use purpose paper investigate two additional complementary approach state identification rely graph embedding structure particular show allow reveal basin energy landscape associate access structure space moreover demonstrate basin directly tie stable semistable state yield well model dynamic proofofconcept application,structural engineering,0.2211824955508679
1281,1281,amarda shehu,protein energy landscape lifts protein structure space associating energies structures useful improving understanding relationship structure dynamics function currently however challenging automatically extract utilize underlying organization energy landscape link structural states houses biological activity chapter first report two computational approaches extract organization one ignores energies operates directly structure space another operates energy landscape associated structure space describe two complementary approaches one based unsupervised learning another based supervised learning approaches utilize extracted organization address problem decoy selection templatefree protein structure,learning organizations protein energy landscapes application decoy selection templatefree protein structure prediction,2019,learning organizations protein energy landscapes application decoy selection templatefree protein structure prediction,4.0,Google Scholar,amarda shehu,protein energy landscape lift protein structure space associate energy structure useful improve understanding relationship structure dynamic function currently however challenge automatically extract utilize underlying organization energy landscape link structural state house biological activity chapter first report two computational approach extract organization one ignore energy operate directly structure space another operate energy landscape associate structure space describe two complementary approach one base unsupervised learn another base supervised learning approach utilize extract organization address problem decoy selection templatefree protein structure,structural engineering,0.2860406762465908
1282,1282,amarda shehu,many regions protein universe remain inaccessible wetlaboratory computational structure determination methods significant challenge elucidating dark regions silico relates ability discriminate relevant structures among many structuresdecoys computed protein interest problem known decoy selection clustering decoys based geometric similarity remains popular however unclear exactly exploit groups decoys revealed via clustering select individual structures prediction paper provide intuitive formulation decoy selection problem instance unsupervised multiinstance learning address problem three stages first organizing given decoys protein molecule bags identifying relevant bags finally drawing individual instances bags offer prediction propose non,unsupervised multiinstance learning protein structure determination,2/10/2021,unsupervised multiinstance learning protein structure determination,3.0,Google Scholar,amarda shehu,many region protein universe remain inaccessible wetlaboratory computational structure determination method significant challenge elucidate dark region silico relate ability discriminate relevant structure among many structuresdecoy compute protein interest problem know decoy selection cluster decoy base geometric similarity remain popular however unclear exactly exploit group decoy reveal via cluster select individual structure prediction paper provide intuitive formulation decoy selection problem instance unsupervise multiinstance learning address problem three stage first organize give decoy protein molecule bag identify relevant bag finally draw individual instance bag offer prediction propose non,structural engineering,0.2034775300442102
1283,1283,amarda shehu,central challenge protein modeling research protein structure prediction particular known decoy selection problem refers selecting biologicallyactivenative tertiary structures among multitude physicallyrealistic structures generated templatefree protein structure prediction methods research decoy selection active clusteringbased methods popular fail identify goodnearnative decoys datasets nearnative decoys severely undersampled protein structure prediction method reasonable progress reported methods additionally take account internal energy structure employ identify basins energy landscape organizing multitude decoys methods however incur significant time costs extracting basins landscape paper propose novel decoy selection method based non,improved protein decoy selection via nonnegative matrix factorization,1/5/2021,improved protein decoy selection via nonnegative matrix factorization,3.0,Google Scholar,amarda shehu,central challenge protein model research protein structure prediction particular known decoy selection problem refer select biologicallyactivenative tertiary structure among multitude physicallyrealistic structure generate templatefree protein structure prediction method research decoy selection active clusteringbase method popular fail identify goodnearnative decoy dataset nearnative decoy severely undersampled protein structure prediction method reasonable progress report method additionally take account internal energy structure employ identify basin energy landscape organize multitude decoy method however incur significant time cost extract basin landscape paper propose novel decoy selection method base non,structural engineering,0.2711106178628722
1284,1284,amarda shehu,modeling structural plasticity protein molecules remains challenging research focused obtaining one biologically active structure includes recent hailed breakthrough protein modeling computing one structure suffice understand proteins modulate interactions even evade immune system revealing structure space available protein remains challenging datadriven approaches learn generate tertiary structures increasingly garnering attention approaches exploit ability represent tertiary structures contact distance maps make direct analogies images harness convolutionbased generative adversarial frameworks computer vision since opportunistic analogies allow capturing highly structured data current deep models struggle,generating tertiary protein structures via interpretable graph variational autoencoders,2021,generating tertiary protein structures via interpretable graph variational autoencoders,3.0,Google Scholar,amarda shehu,model structural plasticity protein molecule remain challenge research focus obtain one biologically active structure include recent hail breakthrough protein model compute one structure suffice understand protein modulate interaction even evade immune system reveal structure space available protein remain challenge datadriven approach learn generate tertiary structure increasingly garner attention approach exploit ability represent tertiary structure contact distance map make direct analogy image harness convolutionbase generative adversarial framework computer vision since opportunistic analogy allow capture highly structured datum current deep model struggle,structural engineering,0.2804310453476267
1285,1285,amarda shehu,socalled dark proteome referring regions protein universe remain inaccessible either wetor drylaboratory methods continues spur computational research protein structure determination outstanding challenge relates ability discriminate relevant tertiary structures among many structures also referred decoys computed protein interest problem known decoy selection prime investigation inference problem decoy datasets generated silico sparse highly imbalanced towards negative class irrelevant structures characteristics continue challenge supervised unsupervised learning approaches problem paper propose novel decoy selection method based symmetric nonnegative matrix factorization graph clustering setting method evaluated two datasets,decoy selection protein structure determination via symmetric nonnegative matrix factorization,12/16/2020,decoy selection protein structure determination via symmetric nonnegative matrix factorization,3.0,Google Scholar,amarda shehu,socalle dark proteome refer region protein universe remain inaccessible either wetor drylaboratory method continues spur computational research protein structure determination outstanding challenge relate ability discriminate relevant tertiary structure among many structure also refer decoy compute protein interest problem know decoy selection prime investigation inference problem decoy dataset generate silico sparse highly imbalance towards negative class irrelevant structure characteristic continue challenge supervise unsupervised learning approach problem paper propose novel decoy selection method base symmetric nonnegative matrix factorization graph cluster setting method evaluate two dataset,structural engineering,0.2683066936229976
1286,1286,amarda shehu,concept energy landscape become useful construction protein modeling due ability relate structures structural dynamics function great progress made probing energy landscapes remains unclear reconstruct landscape computed structures recently laboratories made headway direction via concepts topological statistical analysis spatial data paper propose novel approach reconstruct underlying energy landscape populated computedsampled energyevaluated structures molecule decompose basins attraction demonstrate construction allows deep analysis efficacy structure computation algorithm energy function employs first place importantly makes important steps toward addressing open decoy selection problem,reconstructing decomposing protein energy landscapes organize structure spaces reveal biologicallyactive states,12/3/2018,reconstructing decomposing protein energy landscapes organize structure spaces reveal biologicallyactive states,3.0,Google Scholar,amarda shehu,concept energy landscape become useful construction protein model due ability relate structure structural dynamic function great progress make probe energy landscape remain unclear reconstruct landscape compute structure recently laboratory make headway direction via concept topological statistical analysis spatial datum paper propose novel approach reconstruct underlie energy landscape populate computedsample energyevaluate structure molecule decompose basin attraction demonstrate construction allow deep analysis efficacy structure computation algorithm energy function employ first place importantly make important step toward address open decoy selection problem,structural engineering,0.2703470780948073
1290,1290,amarda shehu,last two decades great progress made molecular modeling computational treatments biological molecules grounded evolutionary search techniques evolutionary algorithms eas gaining popularity beyond exploring relationship sequence function biomolecules particular recent work showing promise eas exploring structure spaces protein chains address open problems computational structural biology de novo structure prediction structure modeling problems exploring effective interleaving global local search led hybrid eas competitive monte carlobased frameworks traditionally dominated de novo structure prediction deeper understanding constraints posed highlycoupled modular systems like proteins integration domain knowledge resulted,evolutionary algorithms protein structure modeling,7/11/2015,evolutionary algorithms protein structure modeling,3.0,Google Scholar,amarda shehu,last two decade great progress make molecular model computational treatment biological molecule ground evolutionary search technique evolutionary algorithms eas gain popularity beyond explore relationship sequence function biomolecule particular recent work show promise eas explore structure space protein chain address open problem computational structural biology de novo structure prediction structure modeling problem explore effective interleaving global local search lead hybrid eas competitive monte carlobase framework traditionally dominate de novo structure prediction deep understanding constraint pose highlycouple modular system like protein integration domain knowledge result,structural engineering,0.2697003533076942
1299,1299,amarda shehu,due central role tertiary structure plays determining protein function resolving protein tertiary structures integral research thrust wet dry laboratories dry laboratories primarily focused smallto mediumsize proteins however proteins central human biology human health often quite complex containing multiple domains consisting thousands amino acids proteins challenging various reasons including inability crystallize present case study structure determination rift valley fever virus lprotein aa large multidomain protein currently available tertiary structure employ case study emerging paradigm demonstrate leverage rich diverse landscape bioinformatics tools building tertiary structure models multidomain proteins thousands amino acids,modeling tertiary structure multidomain protein structure prediction multidomain proteins,8/15/2018,modeling tertiary structure multidomain protein structure prediction multidomain proteins,2.0,Google Scholar,amarda shehu,due central role tertiary structure play determine protein function resolve protein tertiary structure integral research thrust wet dry laboratory dry laboratory primarily focus smallto mediumsize protein however protein central human biology human health often quite complex contain multiple domain consist thousand amino acid protein challenge various reason include inability crystallize present case study structure determination rift valley fever virus lprotein aa large multidomain protein currently available tertiary structure employ case study emerge paradigm demonstrate leverage rich diverse landscape bioinformatics tool build tertiary structure model multidomain protein thousand amino acid,structural engineering,0.2516080131011616
1304,1304,amarda shehu,resnet recently demonstrated deep neural networks predict tertiary structure given protein aminoacid sequence high accuracy seminal development allow molecular biology researchers advance various studies linking sequence structure function many studies undoubtedly focus impact sequence mutations stability fold function paper evaluate ability predict accurate tertiary structures wildtype mutated sequences protein molecules benchmark dataset mutation modeling studies empirical evaluation utilizes global local structure analyses yields several interesting observations shows instance performs similarly wildtype variant sequences placement main chain protein molecule highly accurate however reports similar confidence predictions wildtype variant sequences performance placements side chains suffers comparison mainchain predictions analysis overall supports premise structures utilized downstream tasks refinement structures may necessary,analysis modeling structures wildtype variant protein sequences,3/22/2022,analysis modeling structures wildtype variant protein sequences,1.0,Google Scholar,amarda shehu,resnet recently demonstrate deep neural network predict tertiary structure give protein aminoacid sequence high accuracy seminal development allow molecular biology researcher advance various study link sequence structure function many study undoubtedly focus impact sequence mutation stability fold function paper evaluate ability predict accurate tertiary structure wildtype mutate sequence protein molecule benchmark dataset mutation model study empirical evaluation utilize global local structure analysis yield several interesting observation show instance perform similarly wildtype variant sequence placement main chain protein molecule highly accurate however report similar confidence prediction wildtype variant sequence performance placement side chain suffer comparison mainchain prediction analysis overall support premise structure utilize downstream task refinement structure may necessary,structural engineering,0.2775818288946933
1306,1306,amarda shehu,sophisticated deep neural networks significantly advanced ability predict native structure protein aminoacid sequence however going beyond singlestructure view remains challenging rapid advances made fundamental questions ability generative deep modeling learn generate physicallyrealistic tertiary structures remain paper makes two key contributions first extends deep convolutional variable autoencoder networks able learn experimentallyavailable tertiary structures proteins variable lengths presented models learn distance matrix representations tertiary structures systematic detailed analysis demonstrates design training data primary importance ability proposed models learn key characteristics tertiary structures second contribution paper makes careful,generating physicallyrealistic tertiary protein structures deep latent variable models learning experimentallyavailable structures,12/9/2021,generating physicallyrealistic tertiary protein structures deep latent variable models learning experimentallyavailable structures,1.0,Google Scholar,amarda shehu,sophisticated deep neural network significantly advanced ability predict native structure protein aminoacid sequence however go beyond singlestructure view remain challenge rapid advance make fundamental question ability generative deep modeling learn generate physicallyrealistic tertiary structure remain paper make two key contribution first extend deep convolutional variable autoencoder network able learn experimentallyavailable tertiary structure protein variable length present model learn distance matrix representation tertiary structure systematic detailed analysis demonstrate design training datum primary importance ability propose model learn key characteristic tertiary structure second contribution paper make careful,structural engineering,0.2585188702309767
1307,1307,amarda shehu,mental health behaviors recognized primary factors contributing suicide paper puts forth novel mental health language model address mental health makes several contributions first proposes taxonomy puts forth comprehensive dataset social media text second proposes twostage framework first discriminating text relevant mental health nonrelevant text carrying multiclass classification detection mental health behaviors third proposes novel mental health language model psychbert pretrained large corpus biomedical literature mental health social media data fourth framework additionally incorporates components enhance explainability evaluation shows proposed framework outperforms stateoftheart methods interpretable pretrained psychbert made publicly,psychbert mental health language model social media mental health behavioral analysis,12/9/2021,psychbert mental health language model social media mental health behavioral analysis,1.0,Google Scholar,amarda shehu,mental health behavior recognize primary factor contribute suicide paper put forth novel mental health language model address mental health make several contribution first propose taxonomy put forth comprehensive dataset social medium text second propose twostage framework first discriminate text relevant mental health nonrelevant text carry multiclass classification detection mental health behavior third propose novel mental health language model psychbert pretraine large corpus biomedical literature mental health social medium datum fourth framework additionally incorporate component enhance explainability evaluation show propose framework outperform stateoftheart method interpretable pretraine psychbert make publicly,communitybased healthcare,0.392677735803552
1308,1308,amarda shehu,long known characterizing protein structures structure key understanding protein function computational approaches largely addressed narrow formulation problem seeking compute one native structure aminoacid sequence promises reveal highquality native structure possibly many proteins however researchers years argued broadening view account multiplicity native structures know many protein molecules switch different structures regulate interactions molecular partners cell elucidating structures de novo exceptionally difficult requires exploration possibly large structure space search competing nearoptimal structures report novel stochastic optimization method capable revealing different structures given protein,adaptive stochastic optimization improve protein conformation sampling,12/9/2021,adaptive stochastic optimization improve protein conformation sampling,1.0,Google Scholar,amarda shehu,long know characterize protein structure structure key understanding protein function computational approach largely address narrow formulation problem seek compute one native structure aminoacid sequence promise reveal highquality native structure possibly many protein however researcher year argue broaden view account multiplicity native structure know many protein molecule switch different structure regulate interaction molecular partner cell elucidate structures de novo exceptionally difficult require exploration possibly large structure space search compete nearoptimal structure report novel stochastic optimization method capable reveal different structure give protein,structural engineering,0.412636708555815
1310,1310,amarda shehu,finding inherent organization structure space protein molecule central many computational studies proteins grouping clustering tertiary structures protein leveraged build representations structureenergy landscape highlight sta ble semistable structural states support models structural dy namics connect biological function years laboratory introduced methods reveal structural states build models statetostate protein dynamics methods also shown competitive orthogonal problem known model selection model refers computed tertiary structure building work paper present novel tensor factorizationbased method doubles nonparametric clustering method method broad applicability focus demonstrate efficacy estimation model accuracy ema problem method outperforms stateoftheart methods including singlemodel methods leverage deep neural networks domainspecific insight,single model quality estimation protein structures via nonnegative tensor factorization,2021/1,single model quality estimation protein structures via nonnegative tensor factorization,1.0,Google Scholar,amarda shehu,find inherent organization structure space protein molecule central many computational study protein group cluster tertiary structure protein leverage build representation structureenergy landscape highlight sta ble semistable structural state support model structural dy namic connect biological function year laboratory introduce method reveal structural state build model statetostate protein dynamic method also show competitive orthogonal problem know model selection model refer compute tertiary structure building work paper present novel tensor factorizationbase method double nonparametric cluster method method broad applicability focus demonstrate efficacy estimation model accuracy ema problem method outperform stateoftheart method include singlemodel method leverage deep neural network domainspecific insight,statistical modeling,0.2065932622669707
1310,1310,amarda shehu,finding inherent organization structure space protein molecule central many computational studies proteins grouping clustering tertiary structures protein leveraged build representations structureenergy landscape highlight sta ble semistable structural states support models structural dy namics connect biological function years laboratory introduced methods reveal structural states build models statetostate protein dynamics methods also shown competitive orthogonal problem known model selection model refers computed tertiary structure building work paper present novel tensor factorizationbased method doubles nonparametric clustering method method broad applicability focus demonstrate efficacy estimation model accuracy ema problem method outperforms stateoftheart methods including singlemodel methods leverage deep neural networks domainspecific insight,single model quality estimation protein structures via nonnegative tensor factorization,2021/1,single model quality estimation protein structures via nonnegative tensor factorization,1.0,Google Scholar,amarda shehu,find inherent organization structure space protein molecule central many computational study protein group cluster tertiary structure protein leverage build representation structureenergy landscape highlight sta ble semistable structural state support model structural dy namic connect biological function year laboratory introduce method reveal structural state build model statetostate protein dynamic method also show competitive orthogonal problem know model selection model refer compute tertiary structure building work paper present novel tensor factorizationbase method double nonparametric cluster method method broad applicability focus demonstrate efficacy estimation model accuracy ema problem method outperform stateoftheart method include singlemodel method leverage deep neural network domainspecific insight,stochastic modeling,0.2065932622669707
