,Doc_ID,Name,descriptions,titles,date,source,citations,Location
14877,14877,amarda shehu,queuing theory stochastic processes laplace transformation operational calculus differential equations chebyshev polynomials heavy tailed distributions numerical methods queueing basic difficulty dealing heavy tailed distributions may explicit laplace transforms makes numerical methods use laplace transform challenging paper generalizes existing method approximating heavy tailed distributions use queueing analysis generalization involves fitting chebyshev polynomials probability density function g specified points 1 2 n choosing points 1 rapidly get far tail possible capture tail behavior relatively points control relative error approximation give numerical examples evaluate performance method simple queueing problem abstract author copyright stochastic models property taylor francis ltd content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,piecewise polynomial approximations heavy tailed distributions queueing analysis ,5-Feb,N/A,N/A,Academic Search Complete
14878,14878,amarda shehu,aircraft separation traffic safety propulsion systems aeronautical safety measures decentralization management probability theory aircraft aircraft propulsion atmospheric modeling aviation safety case study centralized versus distributed common cause failure near mid air collisions numerical models probability safety separation assurance trajectory paper presents several models compare centralized distributed automated separation assurance concepts aviation centralized system safety related functions implemented common equipment ground distributed system safety related functions implemented equipment aircraft failures safety related functions increase risk near mid air collisions intuitively failures ground worse failures air ground failures simultaneously affect multiple aircraft paper evaluates degree belief true using region wide models account dependencies aircraft pairs derive region wide expectation variance number separation losses centralized distributed concepts derivation done first basic scenario involving single component function show variance number separation losses always higher centralized system holding expectations equal however numerical examples show difference negligible events interest rare results extended hybrid centralized distributed scenario involving multiple components functions ground air case variance centralized system may actually less distributed system overall implication common cause failure ground function seriously weaken overall case using centralized concept versus distributed concept abstract publisher copyright ieee transactions reliability property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,safety comparison centralized distributed aircraft separation assurance concepts ,14-Mar,N/A,N/A,Academic Search Complete
14879,14879,amarda shehu,improvised explosive devices global positioning system middle east united states relations none improvised explosive device ied activity concern us coalition troops middle east decade particular commanders still desire credible estimates ieds emplaced enemy forces paper describes data collection effort afghanistan ied event data dismounted friendly force patrol movements obtained ied event data analyzed time space clear resemblance poisson process either domain consequently spatial clustering model developed model collected data high fidelity input parameters next ied emplacement model developed estimate emplacement times based interaction time spatial dimensions friendly force data ied encounter data finally simulated data used test sensitivity model range input parameters suggest improvements fidelity input data accurate output results abstract author copyright military operations research journal property military operations research society content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,spatial temporal modeling ied emplacements dismounted patrols ,2015,N/A,N/A,Academic Search Complete
14880,14880,amarda shehu,electric power distribution grids electric power failures mathematical optimization simulation methods models monte carlo method cascading blackouts computational modeling linear programming load modeling mathematical model optimization power system faults power system protection rare event simulation simulation optimization splitting transmission expansion objective paper determine optimal plan expanding capacity power grid order minimize likelihood large cascading blackout capacity expansion decisions considered paper include addition new transmission lines addition capacity existing lines embody interacting considerations simulation optimization model objective minimize probability large blackout subject budget constraint probability large scale blackout estimated via monte carlo simulation probabilistic cascading blackout model events interest rare standard simulation often intractable computational perspective apply variance reduction technique within simulation provide results reasonable time frame numerical results given small test networks including ieee 14 bus test network key conclusion different expansion strategies lead different shapes tails blackout distributions words tradeoff reducing frequency small scale blackouts versus reducing frequency large scale blackouts abstract publisher copyright ieee transactions power systems property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,transmission capacity expansion minimizing blackout probabilities ,14-Jan,N/A,N/A,Academic Search Complete
14881,14881,amarda shehu,queuing theory stochastic processes operations research laplace transformation operational calculus differential equations mathematical transformations process physical distribution logistics consulting services laplace transform inversion discrete 1 queues numerical methods paper considers g 1 queue service time customer discrete random variable taking one n values call dn 1 queue potential numerical problems inverting laplace transforms associated queue service distribution discontinuous purpose paper investigate performance numerical transform inversion methods analyzing queue first derive continuity properties steady state distribution wait dn 1 queue show analytically continuity properties affect performance fourier method inverting transforms particular continuity required derivatives best performance method also present new inversion method specifically dn 1 queue finally give numerical experiments comparing four inversion methods although method clearly dominates recursion method performs well examples abstract author copyright informs journal computing property informs institute operations research content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,waiting time distribution m dn 1 queues numerical laplace inversion ,winter2007,N/A,N/A,Academic Search Complete
14882,14882,amarda shehu,conferences conventions biomechanics walking walking speed adults minnesota american college sports medicine convention trade show organizers none none,biomechanics walking healthy adults different gait speeds 121 board 2 may 30 9 30 11 30 am ,2018 supplement 1,N/A,N/A,Academic Search Complete
14883,14883,amarda shehu,knee tendon reflex stretch reflex acceleration mechanics magnetic resonance imaging activities daily living diagnostic imaging centers activities daily living adl coefficients linear function x equation ax b b estimated angular knee extension acceleration due tendon tap rads 2 α estimated angular knee extension velocity due tendon tap rads 1 ω first component stretch reflex m1 human imaging magnetic resonance imaging mri maximum knee angular velocity passive knee flexion following reflexive knee extension caused tj rads 1 ω p maximum longitudinal elongation acceleration tendon tap cms 2 maximum longitudinal elongation velocity muscle tj cms 1 v el maximum longitudinal elongation velocity muscle passive knee flexion following reflexive knee extension caused tj cms 1 v p monosynaptic reflex number subjects study n rectus femoris stretch reflex stretch reflex sr tendon jerk patellar tendon tap tj ultrasound vector tissue doppler imaging tdi abstract tendon jerk tj one commonly used clinical tests differential diagnosis human motor disorders remains ambiguity physiological interpretation test especially respect association functional status patients tj test inputs non physiological stimuli unclear degree kinematics generated tj test exceed ranges muscles encounter activities daily living adls aim pilot study determine range angular knee kinematics angular velocities accelerations corresponding muscle stretch elicited tj measured longitudinal kinematics velocities accelerations rectus femoris muscle vivo using vector tissue doppler imaging ultrasound based method measured angular kinematics knee response tendon taps electrogoniometer concluded muscle longitudinal elongation accelerations elicited standard tj test exceed angular accelerations 104 40 4534 20rads 2 encountered typical adls velocities 0 82 6 21rads 1 elicited exceed elicited adls copyright elsevier copyright journal neuroscience methods property elsevier b v content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,knee joint angular velocities accelerations patellar tendon jerk,11-Jun,N/A,N/A,Academic Search Complete
14884,14884,amarda shehu,none none technological advances multi articulated prosthetic hands outpaced development methods intuitively control devices fact prosthetic users often cite difficulty use key contributing factor abandoning prostheses overcome limitations currently pervasive myoelectric control strategies namely unintuitive proportional control multiple degrees freedom propose novel approach proprioceptive sonomyographiccontrol unlike myoelectric control strategies measure electrical activation muscles use extracted signals determine velocity end effector sonomyography based strategy measures mechanical muscle deformation directly ultrasound uses extracted signals proportionally control position end effector therefore sonomyography based control congruent prosthetic user innate proprioception muscle deformation residual limb work evaluated proprioceptive sonomyographic control 5 prosthetic users 5 able bodied participants virtual target achievement holding task 5 different hand motions observed limited training performance prosthetic users comparable able bodied participants thus conclude proprioceptive sonomyographic control robust intuitive prosthetic control strategy abstract author copyright scientific reports property springer nature content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,proprioceptive sonomyographic control novel method intuitive proportional control multiple degrees of freedom individuals upper extremity limb loss ,7/1/2019,N/A,N/A,Academic Search Complete
14885,14885,amarda shehu,atherosclerotic plaque ultrasonic imaging three dimensional imaging stroke carotid artery abnormalities 3d us imaging adventitial wall boundary bifurcations biological material biomedical instrumentation transducers biomedical transducers biomedical ultrasonics blood vessels carotid segmentation diagnosis using ultrasonic digital computing data processing equipment methods e g blood image data processing generation image reconstruction image segmentation image sensors general including micro electro mechanical systems mems level set method logic set theory lumen intima boundary magnetohydrodynamics media adventitia boundary medical image processing medical image segmentation processes apparatus generating mechanical vibrations infrasonic reconstruction segmentation set theory sonic infrasonic waves sonic ultrasonic frequency specially adapted specific applications speckle stopping criteria stroke three dimensional image processing transducers ultrasonic transducers ultrasonographic imaging ultrasonography urine haemocytometers vascular system vessel wall volume purpose rupture atherosclerotic plaques carotid artery implicated 20 strokes 3d ultrasound us imaging emerging attractive method quantify plaque burden track changes plaque longitudinally time however plaque segmentation us images challenging poor boundary contrast shadowing objective study develop evaluate semiautomatic segmentation algorithm novel stopping criterion segmenting outer wall boundary owb lumen intima boundary lib common internal external carotid artery 3d us images quantifying vessel wall volume vwv methods 3d us image volumes acquired ten subjects asymptomatic carotid stenoses volumes acquired using mechanically scanned linear probe reconstructed volume consisted 21 slices acquired interslice distance 1 mm authors used distance regularized level set method edge based energy region based energy smoothness energy novel stopping criterion segment lib owb carotid artery algorithm initialized six user selected points lib owb seven 2d cross sectional slices volume ellipse fitting stopping boundary based energy proposed smooth owb contour stop leaking evolving contour respectively algorithm compared ground truth boundaries generated manual segmentations dice similarity coefficient dsc hausdorff distance hd modified hd mhd used error metrics results authors proposed stopping boundary energy based stopping criterion compared percentage change area change mhd evolving contours successive iterations stopping criteria performance proposed algorithm better two stopping criteria yielded mean libdsc 88 78 owbdsc 94 81 libmhd 0 26 mm owbmhd 0 25 mm libhd 0 74 mm owbhd 0 80 mm bland altman plot correlation coefficient r 0 99 indicated high agreement ground truth algorithm generated boundaries coefficient variation cov minimum detectable change vwv 5 2 57 2 mm³ 5 18 mean vwv calculated repeated measurements vwv algorithm mean absolute distance corresponding points algorithm generated ground truth boundaries 0 25 mm conclusions authors developed semiautomatic segmentation algorithm measuring vwv carotid artery using 3d us images reduced operator interaction computational time higher reproducibility using commercially available 3d us transducer method step forward toward routine longitudinal monitoring 3d plaque progression abstract author copyright medical physics property john wiley sons inc content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,semiautomatic segmentation atherosclerotic carotid artery wall volume using 3d ultrasound imaging ,15-Apr,N/A,N/A,Academic Search Complete
14886,14886,amarda shehu,acquisition data confidence intervals parameter estimation expectation maximization algorithms data integration broken sample problem expectation maximization algorithm mixture models pseudo likelihood record linkage recently significant interest linear regression situation predictors responses observed matching pairs corresponding statistical unit consequence separate data collection uncertainty data integration mismatched pairs considerably impact model fit disrupt estimation regression parameters article present method adjust mismatches partial shuffling sufficiently large fraction predictors response pairs observed correct correspondence proposed approach based pseudo likelihood term takes form two component mixture density expectation maximization schemes proposed optimization scale favorably number samples ii achieve excellent statistical performance relative oracle access correct pairings certified simulations case studies particular proposed approach tolerate considerably larger fraction mismatches existing approaches enables estimation noise level well fraction mismatches inference resulting estimator standard errors confidence intervals based established theory composite likelihood estimation along way also propose statistical test presence mismatches establish consistency suitable conditions supplemental files article available online abstract author copyright journal computational graphical statistics property taylor francis ltd content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,pseudo likelihood approach linear regression partially shuffled data ,oct-dec 2021,N/A,N/A,Academic Search Complete
14887,14887,amarda shehu,feature selection data mining machine learning lossless data compression mathematical optimization classification computational modeling cost sensitive learning data models feature computational dependency feature extraction machine learning optimization runtime standards rapid growth real time machine learning applications process feature selection model optimization requires integrate constraints computational budgets specific computational resource regard time needed evaluating predictions test instances joint optimization problem prediction accuracy prediction time efficiency draws attention data mining machine learning communities runtime cost dominated feature generation process contains significantly redundant computations across different features sharing computational component practice eliminating redundancies would obviously reduce time costs feature generation process previous cost aware classification using feature computational dependencies heterogeneous hypergraph cafh model achieved excellent performance effectiveness big data era high dimensionality caused heterogeneous data sources leads difficulty fitting entire hypergraph main memory high computational cost optimization process simply partitioning features batches cannot give optimal solution since lose feature dependencies across batches improve high memory computational costs cafh model propose equivalent accelerated cafh acafh model based lossless heterogeneous hypergraph decomposition efficient effective nonconvex optimization algorithm based alternating direction method multipliers admm developed optimize acafh model time space complexities optimization algorithm acafh model three one polynomial degrees less previous algorithm cafh model respectively extensive experiments demonstrate proposed acafh model achieves competitive performance effectiveness much better performance efficiency abstract author copyright ieee transactions knowledge data engineering property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,large scale cost aware classification using feature computational dependency graph ,21-May,N/A,N/A,Academic Search Complete
14888,14888,amarda shehu,quantum groups linear statistical models gaussian measures quantization physics compressed sensing additives compressed sensing gaussian noise gaussian width low complexity signals noise level noise measurement quantization quantization signal signal noise ratio consider problem recovering high dimensional structured signal independent gaussian linear measurements quantized b bits focus specific method signal recovery extends procedure originally proposed plan vershynin one bit quantization multi bit setting heart paper characterization optimal trade number measurements bit depth per measurement b given total budget b cdot b error estimating signal turns choice b 1 optimal estimating unit vector direction corresponding signal level additive gaussian noise quantization well specific model adversarial noise whereas noiseless setting choice b 2 optimal estimating direction norm scale signal moreover lloyd max quantization shown optimal quantization scheme respect estimation error analysis corroborated numerical experiments showing nearly perfect agreement theoretical predictions paper complemented empirical comparison alternative methods signal recovery results comparison point regime change depending noise level low noise setting approach study falls short sophisticated competitors competitive moderate high noise settings abstract publisher copyright ieee transactions information theory property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,trade off bit depth number samples basic approach structured signal recovery b bit quantized linear measurements ,18-Jun,N/A,N/A,Academic Search Complete
14889,14889,amarda shehu,none area roc curve biometric matching facial recognition order constraint roc regression stochastic ordering receiver operating characteristic roc curve widely used assess discriminative accuracy two groups based continuous score variety applications distributions scores across two groups exhibit stochastic ordering specific examples include calibrated biomarkers medical diagnostics output matching algorithms biometric recognition incorporating stochastic ordering additional constraint estimation improve statistical efficiency article consider modeling roc curves using order constraint covariates associated score given latter e g demographic characteristics underlying subjects often substantial impact discriminative accuracy proposed method based indirect roc regression approach using location scale model quadratic optimization used implement order constraint statistical properties proposed order constrained least squares estimator studied based theoretical results developed herein deduce proposed estimator achieve substantial reductions mean squared error relative unconstrained counterpart simulation studies corroborate superior performance proposed approach practical usefulness demonstrated application face recognition data good bad ugly face challenge domain accounting covariates hardly studied abstract author copyright technometrics property taylor francis ltd content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,order constrained roc regression application facial recognition ,21-Aug,N/A,N/A,Academic Search Complete
14890,14890,amarda shehu,regression analysis data analysis bayesian analysis data integration empirical research bayesian analysis data integration linkage error mixture models record linkage regression data often collected multiple heterogeneous sources combined subsequently combing data record linkage essential task linking records datasets refer entity record linkage generally error free possibility records belonging different entities linked records belonging entity missed advisable simply ignore errors lead data contamination introduce bias sample selection estimation return lead misleading statistical results conclusions long problem properly recognized recent years growing number researchers developed methodology dealing linkage errors regression analysis linked datasets main goal overview give account developments emphasis recent approaches connection called broken sample problem also provide short empirical study illustrates efficacy corrective methods different scenarios article categorized statistical models model selectionstatistical graphical methods data analysis robust methodsstatistical graphical methods data analysis multivariate analysis abstract author copyright wires computational statistics property wiley blackwell content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,regression linked datasets subject linkage error ,22-Jul,N/A,N/A,Academic Search Complete
14891,14891,amarda shehu,signal noise ratio permutations data logging none tacit assumption linear regression response predictor pairs correspond identical observational units series recent works studied scenarios assumption violated terms unlabeled sensing regression unknown permutation paper study setup multiple response variables notion mismatches generalizes permutations order allow missing matches well one many matches two stage method proposed assumption pairs correctly matched first stage regression parameter estimated handling mismatches contaminations subsequently generalized permutation estimated basic variant matching approach computationally convenient equipped favorable statistical guarantees specifically shown conditions permutation recovery become considerably less stringent number responses per observation increase particularly log n required signal noise ratio longer depends sample size n numerical results synthetic real data presented support main findings analysis abstract author copyright journal machine learning research property microtome publishing content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,two stage approach multivariate linear regression sparsely mismatched data ,2020,N/A,N/A,Academic Search Complete
14892,14892,amarda shehu,prostate cancer biopsy male reproductive organs patients age specific biopsy simulation needle biopsy protocols prostate cancer race specific volume specific optimization developed number optimal biopsy protocols detection prostate cancer general specific groups patients age race prostate volume considered development optimal protocols developed individual patients based factors experimental results showed optimal 6 needle protocols outperformed traditional sextant protocol age race prostate volume groups patients difference statistically significant find significant improvements developing protocols age specific race specific prostate volume specific patients preliminary study results also indicated biopsy cores used older men achieve targeted detection rate copyright elsevier copyright international congress series property elsevier b v content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,development evaluation optimal prostate biopsy protocols individual groups patients,4-Jul,N/A,N/A,Academic Search Complete
14893,14893,amarda shehu,prefaces forewords smallpox none article discusses various reports within issue including dynamic epidemic intervention model captures key features mass vaccination smallpox kress real time decision support system incorporates efficient optimization technology seamlessly simulation module lee et al,preface ,6-Nov,N/A,N/A,Academic Search Complete
14894,14894,amarda shehu,tikhonov regularization statistical learning mathematical regularization machine learning data analysis literature reviews bayesian regression horseshoe lasso regularization bayesian regularization central tool modern day statistical machine learning methods many applications involve high dimensional sparse signal recovery problems goal paper provide review literature penalty based regularization approaches tikhonov ridge lasso horseshoe regularization article categorized statistical graphical methods data analysis robust methodsstatistical models linear modelsstatistical models bayesian models abstract author copyright wires computational statistics property wiley blackwell content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,bayesian regularization tikhonov horseshoe ,19-Jul,N/A,N/A,Academic Search Complete
14895,14895,amarda shehu,traffic flow deep learning traffic estimation regularization parameter nonlinear statistical models deep learning sparse linear models traffic flows trend filtering develop deep learning model predict traffic flows main contribution development architecture combines linear model fitted using ℓ 1 regularization sequence tanh layers challenge predicting traffic flows sharp nonlinearities due transitions free flow breakdown recovery congestion show deep learning architectures capture nonlinear spatio temporal effects first layer identifies spatio temporal relations among predictors layers model nonlinear relations illustrate methodology road sensor data interstate 55 predict traffic flows two special events chicago bears football game extreme snowstorm event cases sharp traffic flow regime changes occurring suddenly show deep learning provides precise short term traffic flow predictions abstract author copyright transportation research part c property pergamon press imprint elsevier science content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,deep learning short term traffic flow prediction ,17-Jun,N/A,N/A,Academic Search Complete
14896,14896,amarda shehu,statistical learning deep learning linear algebra latent variables data science deep learning linear algebra stochastic gradient descent article review computational aspects deep learning dl dl uses network architectures consisting hierarchical layers latent variables construct predictors high dimensional input output models training dl architecture computationally intensive efficient linear algebra library key training inference stochastic gradient descent sgd optimization batch sampling used learn massive datasets article categorized statistical learning exploratory methods data sciences deep learning statistical learning exploratory methods data sciences modeling methods statistical learning exploratory methods data sciences neural networks abstract author copyright wires computational statistics property wiley blackwell content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,deep learning computational aspects ,sep/oct2020,N/A,N/A,Academic Search Complete
14897,14897,amarda shehu,mobile communication systems malware computer software application software computer security custom computer programming services software publishers except video game publishers software publishers computer software stores computer computer peripheral equipment software merchant wholesalers computer computer peripheral pre packaged software merchant wholesalers wireless telecommunications carriers except satellite androids application testing computer security malware mobile communication mobile computing nist security smart phones quantifying mobile application functionality enforcing finer grained permission model would identify thus thwart wide range malware abstract publisher copyright computer 00189162 property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,building security off the shelf smartphones ,12-Feb,N/A,N/A,Academic Search Complete
14898,14898,amarda shehu,internet things internet security botnets denial service attacks computer science research development physical engineering life sciences research development physical engineering life sciences except biotechnology internet publishing broadcasting web search portals wired telecommunications carriers botnet brickerbot computer crime computer security cybersecurity cybertrust ddos distributed denial service distributed processing hajime internet internet things iot ip networks malware mirai persirai ports computers risk management security servers mirai botnet variants imitators wake call industry better secure internet things devices risk exposing internet infrastructure increasingly disruptive distributed denial service attacks abstract author copyright computer 00189162 property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,ddos iot mirai botnets ,17-Jul,N/A,N/A,Academic Search Complete
14899,14899,anand vidyashankar,modern art pop art human facial recognition software turing test computer vision fusiform gyrus biometrics face detection forensics interoperability modern art visual turing test creation new face detection dataset mafd 150 based modern art describes face detection modern art challenging task visual turing test analysis characteristics modern art make challenging algorithms challenge claims human level performance face detection recognition performance evaluation face detection modern art widely held belief computer vision general face authentication particular large extent solved problems paper challenges belief regarding face authentication using examples modern art significantly confound face detection challenges made concrete using new mafd 150 dataset odern rt f ace etection composed mostly modern art examples cover much diversity style artists mafd 150 challenges belief singleton crowd face detection almost solved problem provides baselines preliminary results highlight inadequacy current expertise methods address face detection particular show well known face detection algorithms able achieve f1 score less 35 overall across new dataset additionally discuss performance selected face detectors varying art categories impressionism pop art et al show style face representation may impact algorithms paper concludes suggestions advance face processing leveraging complementarity show tell like methods context cooperative driven visual question answering framework using relevance based triage challenges detailed throughout shown helpful developing novel robust secure access protocols combine text modern art images using visual question answering framework abstract author copyright pattern recognition letters property elsevier b v content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,modern art challenges face detection ,19-Sep,N/A,N/A,Academic Search Complete
14900,14900,anand vidyashankar,motion theory learning statistics mathematical models imaging systems photographic photocopying equipment manufacturing computer terminal computer peripheral equipment manufacturing none paper describes novel application statistical learning theory slt single motion estimation tracking problem motion estimation related statistical model selection goal select one correct motion model several possible motion models given finite noisy samples slt also known vapnik chervonenkis vc theory provides analytic generalization bounds model selection used successfully practical model selection paper describes successful application slt based model selection approach challenging problem estimating optimal motion models small data sets image measurements flow present results experiments synthetic real image sequences motion interpolation extrapolation results demonstrate feasibility strength approach experimental results show motion estimation applications slt based model selection compares favorably alternative model selection methods akaike fpe schwartz criterion sc generalized cross validation gcv shibata model selector sms paper also shows address aperture problem using slt based model selection penalized linear ridge regression formulation abstract author copyright ieee transactions pattern analysis machine intelligence property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,motion estimation using statistical learning theory ,4-Apr,N/A,N/A,Academic Search Complete
14901,14901,anand vidyashankar,biometry kolmogorov complexity numerical analysis mathematical statistics electronic data processing identification documents data processing hosting related services multiclass transduction biometrics clustering confidence credibility data fusion face recognition face surveillance information quality kolmogorov complexity open set recognition outlier detection performance evaluation psei pattern specific error inhomogeneities randomness deficiency strangeness watch list paper motivates describes novel realization transductive inference address open set face recognition task open set operates assumption test probes mates gallery either detects presence biometric signature within gallery finds identity rejects e provides none answer main contribution paper open set tcm knn transduction confidence machine k nearest neighbors suitable multiclass authentication operational scenarios include rejection option classes never enrolled gallery open set tcm knn driven relation transduction kolmogorov complexity provides local estimation likelihood ratio needed detection tasks provide extensive experimental data show feasibility robustness comparative advantages open set tcm knn open set identification watch list surveillance tasks using challenging feret data last analyze error structure driven fact errors identification due relatively small number face patterns open set tcm knn shown suitable psei pattern specific error inhomogeneities error analysis order identify difficult recognize faces psei analysis improves biometric performance removing small number difficult recognize faces responsible much original error performance using data fusion abstract author copyright ieee transactions pattern analysis machine intelligence property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,open set face recognition using transduction ,5-Nov,N/A,N/A,Academic Search Complete
14902,14902,anand vidyashankar,pattern recognition systems pattern perception form perception artificial intelligence computer science electrical engineering research development physical engineering life sciences research development physical engineering life sciences except biotechnology engineering services categorization classification feature extraction feature selection functional approximation induction pattern recognition performance evaluation predictive learning representation walks sometimes two feet sometimes three sometimes four weakest sphinx riddle pattern recognition one important functionalities intelligent behavior displayed biological artificial systems pattern recognition systems four major components data acquisition collection feature extraction representation similarity detection pattern classifier design performance evaluation addition pattern recognition systems successful extent continuously adapt learn examples underlying framework building systems predictive learning pattern recognition problem special case general problem statistical regression seeks approximating function minimizes probability misclassification framework data representation requires specification basis set approximating functions classification requires inductive principle design model classifier optimization learning procedure classifier parameter estimation pattern recognition also involves categorization making sense patterns previously seen sections paper deal categorization functional approximation problems four components pattern recognition system trends predictive learning feature selection using natural bases use mixtures experts classification 2000 john wiley sons inc int j imaging syst technol 11 101 116 2000 abstract author copyright international journal imaging systems technology property john wiley sons inc content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,pattern recognition historical perspective future directions ,Mar-00,N/A,N/A,Academic Search Complete
14903,14903,anand vidyashankar,information storage retrieval systems experiential learning classification computer algorithms information retrieval computer systems query information retrieval system computer systems design services computer systems design related services except video game design development active learning hypothesis testing kolmogorov complexity support vector machine transductive inference recently growing interest use transductive inference learning expand scope transductive inference active learning stream based setting toward end paper proposes query transduction qbt novel active learning algorithm qbt queries label example based p values obtained using transduction show qbt closely related query committee qbc using relations transduction bayesian statistical testing kuliback leibler divergence shannon information feasibility utility qbt shown binary multiclass classification tasks using support vector machine svm choice classifier experimental results show qbt compares favorably terms mean generalization random sampling committee based active learning margin based active learning qbc stream based setting abstract author copyright ieee transactions pattern analysis machine intelligence property ieee content may copied emailed multiple sites posted listserv without copyright holder express written permission however users may print download email articles individual use abstract may abridged warranty given accuracy copy users refer original published version material full abstract copyright applies abstracts,query transduction ,8-Sep,N/A,N/A,Academic Search Complete
