,Name,similar_area,area_score
54,ebrima ceesay,biomedical imaging devices,0.0864438454796043
54,ebrima ceesay,design results clinical studies,0.0800375905597341
54,ebrima ceesay,software engineering,0.0783483920227949
54,ebrima ceesay,artificial intelligence,0.0758295345837732
55,edward huang,statistical modeling,0.2210635151721228
55,edward huang,stochastic modeling,0.2194235781159497
55,edward huang,biomedical imaging devices,0.1883513072307093
55,edward huang,design results clinical studies,0.1833024630989765
55,edward huang,systems engineering,0.1697002002982465
55,edward huang,visual computing,0.1643379592377177
55,edward huang,electrical engineering,0.1618566629397806
55,edward huang,environmental water resources engineering,0.159489100441409
55,edward huang,computer networks communications,0.1450216492772259
55,edward huang,construction engineering management,0.1446556869009472
56,elise miller hooks,design results clinical studies,0.1658685937135416
56,elise miller hooks,applied probability statistics,0.1594893744987425
56,elise miller hooks,theory computation,0.1385574998554371
56,elise miller hooks,environmental water resources engineering,0.1333298599865191
56,elise miller hooks,computer networks communications,0.1234964196389376
56,elise miller hooks,electrical engineering,0.122127570566289
56,elise miller hooks,stochastic modeling,0.1203243423116243
56,elise miller hooks,construction engineering management,0.1163916502267924
56,elise miller hooks,visual computing,0.1155934901768522
56,elise miller hooks,statistical modeling,0.1152669268729571
57,elizabeth white,education,0.153964295828012
57,elizabeth white,software engineering,0.1200730266070185
57,elizabeth white,visual computing,0.0875935743710675
57,elizabeth white,data analytics,0.0844400661841498
57,elizabeth white,computational biomedicine,0.0780076451238515
57,elizabeth white,geotechnical engineering,0.076696498884737
57,elizabeth white,electrical engineering,0.0656061025261043
57,elizabeth white,computer engineering,0.0640622132638473
57,elizabeth white,human centered computing,0.0556414884074657
57,elizabeth white,simulation,0.0520050967492343
58,emanuela marasco,computer networks communications,0.1255684332125492
58,emanuela marasco,biomedical imaging devices,0.1113287595025397
58,emanuela marasco,visual computing,0.09896991365998
58,emanuela marasco,applied probability statistics,0.0937480194735917
58,emanuela marasco,electrical engineering,0.0792744814280955
58,emanuela marasco,design results clinical studies,0.07865135063149
58,emanuela marasco,environmental water resources engineering,0.0762112516898275
58,emanuela marasco,theory computation,0.0743096824267832
58,emanuela marasco,humanities,0.0652635555970885
58,emanuela marasco,human centered computing,0.065050922219131
59,eric osterweil,applied probability statistics,0.1451628398538989
59,eric osterweil,biomedical imaging devices,0.1142686469283454
59,eric osterweil,design results clinical studies,0.1124283341442002
59,eric osterweil,computer networks communications,0.1103573492967038
59,eric osterweil,environmental water resources engineering,0.1001922426903588
59,eric osterweil,electrical engineering,0.0941471421178408
59,eric osterweil,theory computation,0.0938207310452371
59,eric osterweil,visual computing,0.0847829666042832
59,eric osterweil,systems engineering,0.0843259122417504
59,eric osterweil,multiscale transport engineering,0.082811778177507
60,eugene kim,data analytics,0.0765766501284783
60,eugene kim,visual computing,0.0611049925361614
60,eugene kim,experimental understanding disease mechanisms,0.0590681594516226
60,eugene kim,design results clinical studies,0.0533947322060368
60,eugene kim,education,0.0525091071599824
60,eugene kim,nanomaterials photonics synthesis,0.0499826479259046
60,eugene kim,multiscale tribology contact mechanics,0.0471240923867558
60,eugene kim,electrical engineering,0.0457666037031636
60,eugene kim,biomedical imaging devices,0.0439906974838222
60,eugene kim,sports,0.043534303581345
61,evgenios kornaropoulos,applied probability statistics,0.1655065425669666
61,evgenios kornaropoulos,structural engineering,0.144716587967194
61,evgenios kornaropoulos,design results clinical studies,0.1233890130591093
61,evgenios kornaropoulos,systems engineering,0.1027006262024681
61,evgenios kornaropoulos,stochastic modeling,0.0998352517758244
61,evgenios kornaropoulos,statistical modeling,0.0973393704814288
61,evgenios kornaropoulos,electrical engineering,0.0959563422501845
61,evgenios kornaropoulos,computer networks communications,0.0881549401588552
61,evgenios kornaropoulos,experimental understanding disease mechanisms,0.0879598994267085
61,evgenios kornaropoulos,environmental water resources engineering,0.0870980975553892
62,f berlin,artificial intelligence,0.0776323754260148
62,f berlin,communitybased healthcare,0.0741249316661101
62,f berlin,humanities,0.0681930906987476
62,f berlin,applied probability statistics,0.0631345340345131
62,f berlin,computer networks communications,0.0555066294733607
62,f berlin,human centered computing,0.0442495203377992
62,f berlin,multiscale tribology contact mechanics,0.040291148201269
62,f berlin,data analytics,0.040291148201269
62,f berlin,transportation,0.040291148201269
62,f berlin,construction engineering management,0.0377127341365701
63,fei li,statistical modeling,0.1217478328725533
63,fei li,stochastic modeling,0.12136617822405
63,fei li,applied probability statistics,0.1115682242567023
63,fei li,design results clinical studies,0.099940805379556
63,fei li,biomedical imaging devices,0.098440969543574
63,fei li,multiscale transport engineering,0.0876694606219851
63,fei li,systems engineering,0.0825932017665456
63,fei li,electrical engineering,0.0814682621432929
63,fei li,environmental water resources engineering,0.0814393494906728
63,fei li,finance,0.0809833317729389
64,filipe veiga,computational biomedicine,0.0941647230861516
64,filipe veiga,software engineering,0.0869656553478672
64,filipe veiga,visual computing,0.0704907376850241
64,filipe veiga,humanities,0.0690065559342354
64,filipe veiga,manufacturing,0.0690065559342354
64,filipe veiga,human centered computing,0.0671660494259467
64,filipe veiga,simulation,0.0627764820574344
64,filipe veiga,bioinformatics biostatistics computational biology,0.0588489886336499
64,filipe veiga,computer networks communications,0.0401205427142519
64,filipe veiga,geotechnical engineering,0.0308606699924183
65,foteini baldimtsi,design results clinical studies,0.1243163437681306
65,foteini baldimtsi,systems engineering,0.123472088209162
65,foteini baldimtsi,computer networks communications,0.1227693758996087
65,foteini baldimtsi,electrical engineering,0.1178023898587257
65,foteini baldimtsi,applied probability statistics,0.1145490523131481
65,foteini baldimtsi,environmental water resources engineering,0.1107337349489133
65,foteini baldimtsi,construction engineering management,0.1054246352188072
65,foteini baldimtsi,biomedical imaging devices,0.1049054136761495
65,foteini baldimtsi,theory computation,0.1010968686521496
65,foteini baldimtsi,software engineering,0.0960974524263344
66,gene shuman,environmental water resources engineering,0.0904604708737011
66,gene shuman,data analytics,0.0788291768663832
66,gene shuman,statistical modeling,0.0751099626240643
66,gene shuman,visual computing,0.0726872356899818
66,gene shuman,stochastic modeling,0.071156806696482
66,gene shuman,finance,0.0659746450264391
66,gene shuman,design results clinical studies,0.0641262479537103
66,gene shuman,artificial intelligence,0.0637549810524746
66,gene shuman,applied probability statistics,0.060388535052297
66,gene shuman,computational fluid dynamics,0.0603326421562448
67,george hazelrigg,biomedical imaging devices,0.1991659304389887
67,george hazelrigg,visual computing,0.1970280062442868
67,george hazelrigg,design results clinical studies,0.1869685879122078
67,george hazelrigg,systems engineering,0.1798881591048695
67,george hazelrigg,electrical engineering,0.1612768882534328
67,george hazelrigg,environmental water resources engineering,0.1528163795619794
67,george hazelrigg,computer networks communications,0.1465118104432148
67,george hazelrigg,applied probability statistics,0.14042487931384
67,george hazelrigg,construction engineering management,0.138701345181067
67,george hazelrigg,software engineering,0.1379693421869245
68,gheorghe tecuci,education,0.2526209262835449
68,gheorghe tecuci,computer engineering,0.2383102303944741
68,gheorghe tecuci,geotechnical engineering,0.2176364958925792
68,gheorghe tecuci,electrical engineering,0.2145694639774432
68,gheorghe tecuci,software engineering,0.2101973667160289
68,gheorghe tecuci,design results clinical studies,0.1885288104621342
68,gheorghe tecuci,theory computation,0.1861582298570225
68,gheorghe tecuci,construction engineering management,0.1845722190989643
68,gheorghe tecuci,systems engineering,0.1837739117474393
68,gheorghe tecuci,environmental water resources engineering,0.1509739699823009
69,gino manzo,biomedical imaging devices,0.1567207819938757
69,gino manzo,systems engineering,0.1051660964099237
69,gino manzo,geotechnical engineering,0.0925820099772551
69,gino manzo,design results clinical studies,0.0888406428745396
69,gino manzo,software engineering,0.0869656553478672
69,gino manzo,multiscale tribology contact mechanics,0.0849411985729375
69,gino manzo,electrical engineering,0.0791945516022682
69,gino manzo,computer engineering,0.07733088933397
69,gino manzo,autonomous systems,0.0585540043769119
69,gino manzo,structural engineering,0.0523026032815804
70,giorgio ascoli,applied probability statistics,0.1607930683413618
70,giorgio ascoli,statistical modeling,0.1470399439873248
70,giorgio ascoli,stochastic modeling,0.14522676793111
70,giorgio ascoli,design results clinical studies,0.123819265807142
70,giorgio ascoli,structural engineering,0.1174021559981902
70,giorgio ascoli,data analytics,0.1138251375254288
70,giorgio ascoli,systems engineering,0.110926077642941
70,giorgio ascoli,environmental water resources engineering,0.1086177539016968
70,giorgio ascoli,experimental understanding disease mechanisms,0.1046478056383873
70,giorgio ascoli,electrical engineering,0.1029535152429876
71,girum urgessa,data analytics,0.1342778519694503
71,girum urgessa,environmental water resources engineering,0.0916288939255279
71,girum urgessa,bioinformatics biostatistics computational biology,0.0886004045494478
71,girum urgessa,design results clinical studies,0.0869404233312627
71,girum urgessa,applied probability statistics,0.0841630977891026
71,girum urgessa,statistical modeling,0.0808058093549508
71,girum urgessa,stochastic modeling,0.0808058093549508
71,girum urgessa,experimental understanding disease mechanisms,0.0784902789402112
71,girum urgessa,structural engineering,0.0743697674284702
71,girum urgessa,multiscale transport engineering,0.0729019625974072
72,giuseppe ateniese,computer networks communications,0.1713329111662713
72,giuseppe ateniese,applied probability statistics,0.1501846155318823
72,giuseppe ateniese,construction engineering management,0.1286810488759681
72,giuseppe ateniese,systems engineering,0.1239124078646102
72,giuseppe ateniese,design results clinical studies,0.118974200449827
72,giuseppe ateniese,autonomous systems,0.1119569525924867
72,giuseppe ateniese,environmental water resources engineering,0.1064907392302994
72,giuseppe ateniese,stochastic modeling,0.1017993498529203
72,giuseppe ateniese,data analytics,0.0990082802078992
72,giuseppe ateniese,statistical modeling,0.0978331414170922
73,grigory yaroslavtsev,computational biomedicine,0.1384091330895666
73,grigory yaroslavtsev,software engineering,0.1278274981412284
73,grigory yaroslavtsev,visual computing,0.0932504808240313
73,grigory yaroslavtsev,computer engineering,0.0909325785960631
73,grigory yaroslavtsev,simulation,0.0830454798537399
73,grigory yaroslavtsev,biomedical imaging devices,0.0789798503678789
73,grigory yaroslavtsev,design results clinical studies,0.0783500824537114
73,grigory yaroslavtsev,bioinformatics biostatistics computational biology,0.0778498944161523
73,grigory yaroslavtsev,applied probability statistics,0.0704295212273763
73,grigory yaroslavtsev,systems engineering,0.0618318527680224
74,gurdip singh,software engineering,0.0992191193330453
74,gurdip singh,data analytics,0.0969094165252774
74,gurdip singh,computational biomedicine,0.0835586390925507
74,gurdip singh,transportation,0.0775275332202219
74,gurdip singh,simulation,0.0716216906507577
74,gurdip singh,visual computing,0.0670190709794987
74,gurdip singh,education,0.0628267945877352
74,gurdip singh,geotechnical engineering,0.0586815658516275
74,gurdip singh,bioinformatics biostatistics computational biology,0.0559506777178785
74,gurdip singh,electrical engineering,0.0501961482158393
75,hadi el amine,systems engineering,0.147608220545878
75,hadi el amine,structural engineering,0.1442601401986395
75,hadi el amine,design results clinical studies,0.1400635593253082
75,hadi el amine,applied probability statistics,0.1399805165363549
75,hadi el amine,data analytics,0.1397382359816659
75,hadi el amine,visual computing,0.1294258176990805
75,hadi el amine,electrical engineering,0.1266653184845105
75,hadi el amine,environmental water resources engineering,0.1262809008499252
75,hadi el amine,construction engineering management,0.1198961040516313
75,hadi el amine,theory computation,0.1193646444531225
76,hadi rezazad,software engineering,0.1386970942116895
76,hadi rezazad,computational biomedicine,0.1228733350941807
76,hadi rezazad,artificial intelligence,0.1138989594902998
76,hadi rezazad,geotechnical engineering,0.0805387266256829
76,hadi rezazad,visual computing,0.0766514230660419
76,hadi rezazad,education,0.0718566094910651
76,hadi rezazad,electrical engineering,0.0688927399967399
76,hadi rezazad,environmental water resources engineering,0.068683656843857
76,hadi rezazad,simulation,0.0682629639412115
76,hadi rezazad,computer engineering,0.0672715072541591
77,hakan aydin,optimization techniques,0.1416805126240712
77,hakan aydin,computer networks communications,0.1167649677770523
77,hakan aydin,theory computation,0.0978788369399687
77,hakan aydin,design results clinical studies,0.0917686842177873
77,hakan aydin,energy,0.0888966789339422
77,hakan aydin,systems engineering,0.0805528912961737
77,hakan aydin,construction engineering management,0.0761165880350658
77,hakan aydin,electrical engineering,0.0747640134900977
77,hakan aydin,finance,0.0743241123557413
77,hakan aydin,environmental water resources engineering,0.0732795836044086
78,hamza mughal,computational biomedicine,0.1957400731715678
78,hamza mughal,software engineering,0.1807753815155467
78,hamza mughal,visual computing,0.1538554437923503
78,hamza mughal,simulation,0.1370180512200974
78,hamza mughal,bioinformatics biostatistics computational biology,0.1284457725980754
78,hamza mughal,human centered computing,0.1116943755444521
78,hamza mughal,education,0.0772667409286255
78,hamza mughal,geotechnical engineering,0.0577350269189625
78,hamza mughal,computational fluid dynamics,0.0515111606190837
78,hamza mughal,computer networks communications,0.0500391083360534
79,hans hoyer,visual computing,0.1326149021107605
79,hans hoyer,human centered computing,0.0842400894293264
79,hans hoyer,education,0.0776996112115431
79,hans hoyer,multiscale tribology contact mechanics,0.0639202772100593
79,hans hoyer,nanomaterials photonics synthesis,0.0225992307352784
79,hans hoyer,humanities,0.0216371161203957
79,hans hoyer,transportation,0.0159800693025148
79,hans hoyer,artificial intelligence,0.0
79,hans hoyer,autonomous systems,0.0
79,hans hoyer,computer engineering,0.0
80,harry foxwell,statistical modeling,0.1456017239346171
80,harry foxwell,stochastic modeling,0.1428016907820283
80,harry foxwell,design results clinical studies,0.1276109011097598
80,harry foxwell,applied probability statistics,0.101100751935152
80,harry foxwell,theory computation,0.0979611517003036
80,harry foxwell,structural engineering,0.0933789106207026
80,harry foxwell,humanities,0.0882010443065469
80,harry foxwell,computer networks communications,0.0830251743058715
80,harry foxwell,electrical engineering,0.0803356170253172
80,harry foxwell,visual computing,0.0772269068424238
81,harry wechsler,computer networks communications,0.131628889721086
81,harry wechsler,data analytics,0.1185263716499002
81,harry wechsler,visual computing,0.1092914407339028
81,harry wechsler,statistical modeling,0.1063534634960798
81,harry wechsler,applied probability statistics,0.1048024368946167
81,harry wechsler,stochastic modeling,0.1031692280620654
81,harry wechsler,design results clinical studies,0.0996168453324807
81,harry wechsler,multiscale tribology contact mechanics,0.0888947787374251
81,harry wechsler,systems engineering,0.0868647558105375
81,harry wechsler,environmental water resources engineering,0.0863452438462616
82,hemant purohit,applied probability statistics,0.1637284017087812
82,hemant purohit,artificial intelligence,0.1426379046252564
82,hemant purohit,computer networks communications,0.1376347351178762
82,hemant purohit,education,0.1321884518658805
82,hemant purohit,design results clinical studies,0.1179033360965566
82,hemant purohit,environmental water resources engineering,0.1097418632564612
82,hemant purohit,systems engineering,0.1036656640705201
82,hemant purohit,visual computing,0.103274241017646
82,hemant purohit,biomedical imaging devices,0.0981005428048245
82,hemant purohit,data analytics,0.0974119163892948
83,henry coffman,energy,0.0357370844945931
83,henry coffman,national security,0.0352837416016642
83,henry coffman,transportation,0.0290129426592829
83,henry coffman,artificial intelligence,0.0248451997499976
83,henry coffman,education,0.0235115205286199
83,henry coffman,autonomous systems,0.0
83,henry coffman,computer engineering,0.0
83,henry coffman,computer networks communications,0.0
83,henry coffman,data analytics,0.0
84,holger dannenberg,structural engineering,0.1094190172110517
84,holger dannenberg,statistical modeling,0.1078163876656815
84,holger dannenberg,stochastic modeling,0.1032478966628984
84,holger dannenberg,experimental understanding disease mechanisms,0.0770013644762679
84,holger dannenberg,design results clinical studies,0.0730492413106991
84,holger dannenberg,bioinformatics biostatistics computational biology,0.0596091399328003
84,holger dannenberg,finance,0.0588168295977465
84,holger dannenberg,construction engineering management,0.0581096493947009
84,holger dannenberg,simulation,0.053612876133598
84,holger dannenberg,computer networks communications,0.053388199893492
85,huzefa rangwala,biomedical imaging devices,0.1614625953374482
85,huzefa rangwala,visual computing,0.1448069306399766
85,huzefa rangwala,design results clinical studies,0.1227038557846057
85,huzefa rangwala,systems engineering,0.1164467913780888
85,huzefa rangwala,data analytics,0.1136054708890077
85,huzefa rangwala,applied probability statistics,0.1130918779585159
85,huzefa rangwala,computational biomedicine,0.1124968251443933
85,huzefa rangwala,statistical modeling,0.104559108585862
85,huzefa rangwala,structural engineering,0.1043955659423106
85,huzefa rangwala,environmental water resources engineering,0.1041027052538605
86,inchi hu,data analytics,0.1324295304292306
86,inchi hu,bioinformatics biostatistics computational biology,0.1092260357742457
86,inchi hu,software engineering,0.1076077828206479
86,inchi hu,visual computing,0.1046668636440745
86,inchi hu,computational biomedicine,0.0932124943410277
86,inchi hu,applied probability statistics,0.0889335010221091
86,inchi hu,education,0.0766559270718669
86,inchi hu,geotechnical engineering,0.068734339662347
86,inchi hu,human centered computing,0.0664868413227032
86,inchi hu,electrical engineering,0.0587952801043622
87,ioulia rytikova,education,0.1507472130866593
87,ioulia rytikova,artificial intelligence,0.1026588871836943
87,ioulia rytikova,design results clinical studies,0.1008829873889485
87,ioulia rytikova,software engineering,0.0893487172672944
87,ioulia rytikova,applied probability statistics,0.0880935446562157
87,ioulia rytikova,computer networks communications,0.0781009374677209
87,ioulia rytikova,systems engineering,0.0767708712647667
87,ioulia rytikova,biomedical imaging devices,0.0762704039273128
87,ioulia rytikova,electrical engineering,0.0727999653381562
87,ioulia rytikova,geotechnical engineering,0.0700876644050462
88,irina hashmi,structural engineering,0.195372909281275
88,irina hashmi,systems engineering,0.1237819708787941
88,irina hashmi,experimental understanding disease mechanisms,0.1095483441632091
88,irina hashmi,design results clinical studies,0.1055685195174863
88,irina hashmi,visual computing,0.1028413026838289
88,irina hashmi,construction engineering management,0.1008635927848497
88,irina hashmi,autonomous systems,0.100695855375829
88,irina hashmi,multiscale tribology contact mechanics,0.0991388519927214
88,irina hashmi,statistical modeling,0.0982441931630667
88,irina hashmi,stochastic modeling,0.097271478379274
89,isuru dassanayake,statistical modeling,0.1411862416005035
89,isuru dassanayake,applied probability statistics,0.1361594377969684
89,isuru dassanayake,education,0.08450075647587
89,isuru dassanayake,stochastic modeling,0.0784368008891686
89,isuru dassanayake,computer engineering,0.0703189717226469
89,isuru dassanayake,bioinformatics biostatistics computational biology,0.0702356849804951
89,isuru dassanayake,data analytics,0.069515299937497
89,isuru dassanayake,computational biomedicine,0.06421980812256
89,isuru dassanayake,computer networks communications,0.0615644618121071
89,isuru dassanayake,visual computing,0.0600928551078555
90,ivan avramovic,energy,0.0765514972543768
90,ivan avramovic,design results clinical studies,0.0689403941837741
90,ivan avramovic,data analytics,0.0677976922058353
90,ivan avramovic,applied probability statistics,0.0672828830858212
90,ivan avramovic,computer networks communications,0.0578194799477976
90,ivan avramovic,statistical modeling,0.0560990889581929
90,ivan avramovic,stochastic modeling,0.0560990889581929
90,ivan avramovic,biomedical imaging devices,0.0546028436096347
90,ivan avramovic,electrical engineering,0.0526757325863419
90,ivan avramovic,environmental water resources engineering,0.0525158665648992
91,james baldo,applied probability statistics,0.1088259123581886
91,james baldo,environmental water resources engineering,0.1064714023702516
91,james baldo,visual computing,0.1050643716474922
91,james baldo,electrical engineering,0.1011747002949853
91,james baldo,software engineering,0.0987579062533551
91,james baldo,geotechnical engineering,0.0919938422509344
91,james baldo,systems engineering,0.0895696995159014
91,james baldo,construction engineering management,0.0812574837744603
91,james baldo,education,0.0791455412770962
91,james baldo,computer engineering,0.0768396110244464
92,jan allbeck,statistical modeling,0.17121510485192
92,jan allbeck,stochastic modeling,0.1689749072183435
92,jan allbeck,design results clinical studies,0.1381887512467045
92,jan allbeck,humanities,0.1358519850647478
92,jan allbeck,systems engineering,0.1233940493903064
92,jan allbeck,theory computation,0.1208554250806758
92,jan allbeck,simulation,0.1192199189157605
92,jan allbeck,autonomous systems,0.1102505020778411
92,jan allbeck,construction engineering management,0.1079607205084655
92,jan allbeck,computer networks communications,0.1007542098725462
93,janis terpenny,biomedical imaging devices,0.2748302504916586
93,janis terpenny,systems engineering,0.2459141233615781
93,janis terpenny,design results clinical studies,0.2325146117528802
93,janis terpenny,electrical engineering,0.2010249495877354
93,janis terpenny,environmental water resources engineering,0.1939498618903736
93,janis terpenny,geotechnical engineering,0.1890887837488715
93,janis terpenny,software engineering,0.1820940389209359
93,janis terpenny,computer engineering,0.1805545617936469
93,janis terpenny,construction engineering management,0.168184582950835
93,janis terpenny,autonomous systems,0.1579467985894612
94,jean pierre auffret,artificial intelligence,0.0
94,jean pierre auffret,autonomous systems,0.0
94,jean pierre auffret,computer engineering,0.0
94,jean pierre auffret,computer networks communications,0.0
94,jean pierre auffret,data analytics,0.0
94,jean pierre auffret,electrical engineering,0.0
94,jean pierre auffret,human centered computing,0.0
94,jean pierre auffret,software engineering,0.0
94,jean pierre auffret,theory computation,0.0
95,jeff offutt,applied probability statistics,0.1399202342672006
95,jeff offutt,design results clinical studies,0.1390689730390873
95,jeff offutt,visual computing,0.1219311659854641
95,jeff offutt,electrical engineering,0.1153876250831328
95,jeff offutt,environmental water resources engineering,0.110123774964214
95,jeff offutt,systems engineering,0.1069006532530547
95,jeff offutt,biomedical imaging devices,0.1067137527327965
95,jeff offutt,construction engineering management,0.0980279006036163
95,jeff offutt,theory computation,0.0947069630132763
95,jeff offutt,stochastic modeling,0.087407220458055
96,jeffrey moran,environmental water resources engineering,0.1312437874675701
96,jeffrey moran,applied probability statistics,0.1290351193438871
96,jeffrey moran,stochastic modeling,0.1264422631479627
96,jeffrey moran,statistical modeling,0.1259633151814931
96,jeffrey moran,design results clinical studies,0.1163540685222669
96,jeffrey moran,multiscale tribology contact mechanics,0.1093014933715526
96,jeffrey moran,biomedical imaging devices,0.1086184764361954
96,jeffrey moran,multiscale transport engineering,0.104211166009397
96,jeffrey moran,visual computing,0.0998068166490835
96,jeffrey moran,electrical engineering,0.0956406531835172
97,jens peter kaps,biomedical imaging devices,0.1511833121825092
97,jens peter kaps,design results clinical studies,0.1067374542348247
97,jens peter kaps,electrical engineering,0.1030193110289804
97,jens peter kaps,environmental water resources engineering,0.0955902780140938
97,jens peter kaps,systems engineering,0.0883846667709205
97,jens peter kaps,applied probability statistics,0.0831075146297947
97,jens peter kaps,experimental understanding disease mechanisms,0.0826818959666136
97,jens peter kaps,visual computing,0.0746970399698378
97,jens peter kaps,multiscale transport engineering,0.0695287149755923
97,jens peter kaps,construction engineering management,0.0685617828588378
98,jessica lin,applied probability statistics,0.1422668409601055
98,jessica lin,design results clinical studies,0.1088994913238386
98,jessica lin,biomedical imaging devices,0.0916018826390656
98,jessica lin,systems engineering,0.0862869559989061
98,jessica lin,visual computing,0.0797910563068717
98,jessica lin,environmental water resources engineering,0.0747467918353227
98,jessica lin,autonomous systems,0.0729475415113235
98,jessica lin,stochastic modeling,0.0723355722705353
98,jessica lin,computer networks communications,0.07216684202598
98,jessica lin,statistical modeling,0.0708206911758644
99,jianli pan,biomedical imaging devices,0.1396616592576535
99,jianli pan,computer networks communications,0.1070535474461436
99,jianli pan,electrical engineering,0.1051813817487186
99,jianli pan,environmental water resources engineering,0.1036759422973597
99,jianli pan,multiscale transport engineering,0.1011285118077883
99,jianli pan,construction engineering management,0.1000517597665992
99,jianli pan,design results clinical studies,0.0948213093212914
99,jianli pan,systems engineering,0.0941701617189545
99,jianli pan,experimental understanding disease mechanisms,0.0892793321056557
99,jianli pan,software engineering,0.0836217112086335
100,jiayang sun,applied probability statistics,0.1595221273088948
100,jiayang sun,bioinformatics biostatistics computational biology,0.1590420188374827
100,jiayang sun,software engineering,0.1498732883221699
100,jiayang sun,biomedical imaging devices,0.1367971136113538
100,jiayang sun,visual computing,0.136666175137842
100,jiayang sun,electrical engineering,0.1302771893035057
100,jiayang sun,systems engineering,0.1297508146688652
100,jiayang sun,computer networks communications,0.1202131617878102
100,jiayang sun,geotechnical engineering,0.1196642245084926
100,jiayang sun,theory computation,0.1195898677718232
101,jie xu,applied probability statistics,0.1664188940147268
101,jie xu,electrical engineering,0.1451788729350479
101,jie xu,systems engineering,0.1391212296388884
101,jie xu,design results clinical studies,0.1381245970562295
101,jie xu,visual computing,0.1314932405300079
101,jie xu,environmental water resources engineering,0.1265481886870307
101,jie xu,theory computation,0.1245408423469625
101,jie xu,stochastic modeling,0.1220576378807479
101,jie xu,biomedical imaging devices,0.1217971938241627
101,jie xu,construction engineering management,0.1181746725023757
102,jim chen,visual computing,0.1947056588688299
102,jim chen,design results clinical studies,0.1946216163629846
102,jim chen,environmental water resources engineering,0.1905896135547024
102,jim chen,computer networks communications,0.1722663540515771
102,jim chen,biomedical imaging devices,0.1685756303711715
102,jim chen,systems engineering,0.1623110594393031
102,jim chen,statistical modeling,0.1617912103204371
102,jim chen,stochastic modeling,0.1607730151642355
102,jim chen,applied probability statistics,0.1530653172365202
102,jim chen,bioinformatics biostatistics computational biology,0.1423610224826121
103,jinwei ye,biomedical imaging devices,0.1527176575060433
103,jinwei ye,applied probability statistics,0.1190561409665436
103,jinwei ye,visual computing,0.1090545288894336
103,jinwei ye,environmental water resources engineering,0.1067254069453987
103,jinwei ye,computational fluid dynamics,0.0943910686036014
103,jinwei ye,design results clinical studies,0.0932947964501307
103,jinwei ye,multiscale tribology contact mechanics,0.0848194982193307
103,jinwei ye,electrical engineering,0.0841551450297343
103,jinwei ye,construction engineering management,0.0793915122488904
103,jinwei ye,experimental understanding disease mechanisms,0.074355360606432
104,john mclaughlin,education,0.1374556959178017
104,john mclaughlin,software engineering,0.1067422059619599
104,john mclaughlin,visual computing,0.1048232597481505
104,john mclaughlin,computational biomedicine,0.093351775011706
104,john mclaughlin,artificial intelligence,0.0927145540823119
104,john mclaughlin,civilian government ngos,0.0786560404759271
104,john mclaughlin,human centered computing,0.0729277294822882
104,john mclaughlin,transportation,0.0721781824614862
104,john mclaughlin,computer engineering,0.0620607440326818
104,john mclaughlin,geotechnical engineering,0.061188483912537
105,john otten,visual computing,0.1648451183489467
105,john otten,software engineering,0.1626978433639921
105,john otten,computational biomedicine,0.1468050548786758
105,john otten,simulation,0.1321245493908082
105,john otten,bioinformatics biostatistics computational biology,0.110096376512636
105,john otten,human centered computing,0.0942421293656314
105,john otten,computer networks communications,0.0938233281301001
105,john otten,computational fluid dynamics,0.0676083983125473
105,john otten,education,0.0676083983125473
105,john otten,electrical engineering,0.0617330997905993
106,john shortle,applied probability statistics,0.2163035166697889
106,john shortle,stochastic modeling,0.1806144152903321
106,john shortle,statistical modeling,0.1771531634293676
106,john shortle,visual computing,0.1591063155673352
106,john shortle,design results clinical studies,0.1492387073013576
106,john shortle,environmental water resources engineering,0.1287067922940691
106,john shortle,biomedical imaging devices,0.1264882024668925
106,john shortle,theory computation,0.1188278866312733
106,john shortle,systems engineering,0.1172478214232336
106,john shortle,electrical engineering,0.1162790139666439
107,john stufken,biomedical imaging devices,0.1464576766260515
107,john stufken,software engineering,0.1369559664160672
107,john stufken,geotechnical engineering,0.1121544308184088
107,john stufken,systems engineering,0.1082890416191503
107,john stufken,multiscale transport engineering,0.106993447963356
107,john stufken,visual computing,0.1024715090758029
107,john stufken,electrical engineering,0.0959367793057589
107,john stufken,computer engineering,0.0936791270794779
107,john stufken,design results clinical studies,0.0904025766946519
107,john stufken,human centered computing,0.0813653759033619
108,jonathan goldman,education,0.1041053627332593
108,jonathan goldman,design results clinical studies,0.069100618281022
108,jonathan goldman,multiscale transport engineering,0.0468692790016263
108,jonathan goldman,theory computation,0.040910860722468
108,jonathan goldman,human centered computing,0.038697800104687
108,jonathan goldman,transportation,0.0330338072137204
108,jonathan goldman,visual computing,0.030459992430862
108,jonathan goldman,environmental water resources engineering,0.0284309744890146
108,jonathan goldman,artificial intelligence,0.0282884624412683
108,jonathan goldman,energy,0.0271265591920716
109,jonathan l auerbach,applied probability statistics,0.2495191378506424
109,jonathan l auerbach,visual computing,0.1595038880444522
109,jonathan l auerbach,bioinformatics biostatistics computational biology,0.1477543857063574
109,jonathan l auerbach,design results clinical studies,0.1211659878119914
109,jonathan l auerbach,civilian government ngos,0.1137700329793816
109,jonathan l auerbach,computer networks communications,0.1069502018579053
109,jonathan l auerbach,biomedical imaging devices,0.0957687887417102
109,jonathan l auerbach,construction engineering management,0.0946333780475066
109,jonathan l auerbach,environmental water resources engineering,0.0946298929578371
