,Doc_ID,Name,descriptions,titles,date,source,citations,Location
15660,15660,hemant purohit,techniques curate short descriptions presenting user information expertise social media also study exploit semantic knowledge web present user descriptions highlight acceptance rate 11 5,user taglines alternative presentations expertise interest social media,14-Nov-12,N/A,N/A,LinkedIn Publication
15661,15661,hemant purohit,N/A,prediction topic volume twitter,23-Jun-12,N/A,N/A,LinkedIn Publication
15662,15662,hemant purohit,techniques find users engage evolving closed topic centric communities applications brand management crisis response well channelizing actionable network effects please talk interested,finding influential authors brand page communities,4-Jun-12,N/A,N/A,LinkedIn Publication
15663,15663,hemant purohit,position paper present framework analyze crisis response coordination leveraging social media messages shared disaster event,framework analysis coordination crisis response,11-Feb-12,N/A,N/A,LinkedIn Publication
15664,15664,hemant purohit,people content network analysis framework user engagement online communities incorporating 3 fundamental aspects social media participants people posts generated content user connections network,understanding user community engagement multi faceted features case study twitter,30-Mar-11,N/A,N/A,LinkedIn Publication
15665,15665,hemant purohit,study effect content network structures content role play shaping denser vs sparse diffusion networks interactions social media,qualitative examination topical tweet retweet practices,22-May-10,N/A,N/A,LinkedIn Publication
15666,15666,hemant purohit,N/A,performance analysis rfid tag antennas,1-Sep-08,N/A,N/A,LinkedIn Publication
15667,15667,holger dannenberg,citation dannenberg h lazaro h nambiar p hoyland hasselmo e 2020 effects visual inputs neural dynamics coding location running speed medial entorhinal cortex biorxiv 2020 04 06 027466,effects visual inputs neural dynamics coding location running speed medial entorhinal cortex,1-Jan-20,N/A,N/A,LinkedIn Publication
15668,15668,holger dannenberg,citation alexander robinson j c dannenberg h kinsky n r levy j mau w chapman g w sullivan w hasselmo e press neurophysiological coding space time hippocampus entorhinal cortex retrosplenial cortex brain neuroscience advances,neurophysiological coding space time hippocampus entorhinal cortex retrosplenial cortex,1-Jan-20,N/A,N/A,LinkedIn Publication
15669,15669,holger dannenberg,citation hasselmo e alexander dannenberg h newman e l 2020 overview computational models hippocampus related structures introduction special issue hippocampus 30 4 295 301,overview computational models hippocampus related structures introduction special issue,1-Jan-20,N/A,N/A,LinkedIn Publication
15670,15670,holger dannenberg,citation hasselmo e alexander hoyland robinson j c bezaire j chapman g w saudargiene carstensen l c dannenberg h 2020 unexplored territory neural models potential guides exploring function metabotropic neuromodulation neuroscience epub ahead print,unexplored territory neural models potential guides exploring function metabotropic neuromodulation,1-Jan-20,N/A,N/A,LinkedIn Publication
15671,15671,holger dannenberg,citation dannenberg h kelley c hoyland monaghan ck hasselmo firing rate speed code entorhinal speed cells differs across behavrionally relevant time scales depend medial septum inputs journal neuroscience 1450 18 2019,firing rate speed code entorhinal speed cells differs across behaviorally relevant time scales depend medial septum inputs,1-Jan-19,N/A,N/A,LinkedIn Publication
15672,15672,holger dannenberg,citation dannenberg h alexander robinson j c hasselmo e 2019 role hierarchical dynamical functions coding episodic memory cognition journal cognitive neuroscience 31 9 1271 1289,role hierarchical dynamical functions coding episodic memory cognition,1-Jan-19,N/A,N/A,LinkedIn Publication
15673,15673,holger dannenberg,citation hinman j r dannenberg h alexander hasselmo e neural mechanisms navigation involving interactions cortical subcortical structures journal neurophysiology 119 2007 2029 2018,neural mechanisms navigation involving interactions cortical subcortical structures,1-Jan-18,N/A,N/A,LinkedIn Publication
15674,15674,holger dannenberg,citation záborszky l gombkoto p varsanyi p gielow r poe g role l w ananth rajebhosale p talmage hasselmo e dannenberg h minces v h chiba specific basal forebrain cortical cholinergic circuits coordinate cognitive operations journal neuroscience 38 9446 9458 2018,specific basal forebrain cortical cholinergic circuits coordinate cognitive operations,1-Jan-18,N/A,N/A,LinkedIn Publication
15675,15675,holger dannenberg,citation hasselmo e hinman j r dannenberg h stern c e models spatial temporal dimensions memory current opinion behavioral sciences 17 27 33 2017,models spatial temporal dimensions memory,1-Jan-17,N/A,N/A,LinkedIn Publication
15676,15676,holger dannenberg,dannenberg h young k hasselmo e modulation hippocampal circuits muscarinic nicotinic receptors frontiers neural circuits 11 102 2017,modulation hippocampal circuits muscarinic nicotinic receptors,1-Jan-17,N/A,N/A,LinkedIn Publication
15677,15677,holger dannenberg,citation pabst braganza dannenberg h hu w pothmann l rosen j mody van loo k deisseroth k becker schoch beck h astrocyte intermediaries septal cholinergic modulation hippocampus neuron 90 853 865 2016,astrocyte intermediaries septal cholinergic modulation hippocampus,1-Jan-16,N/A,N/A,LinkedIn Publication
15678,15678,holger dannenberg,citation dannenberg h hinman j r hasselmo e potential roles cholinergic modulation neural coding location movement speed journal physiology paris 110 52 64 2016,potential roles cholinergic modulation neural coding location movement speed,1-Jan-16,N/A,N/A,LinkedIn Publication
15679,15679,holger dannenberg,citation dannenberg h pabst braganza schoch niediek j bayraktar mormann f beck h synergy direct indirect cholinergic septo hippocampal pathways coordinates firing hippocampal networks journal neuroscience 35 22 8394 8410 2015,synergy direct indirect cholinergic septo hippocampal pathways coordinates firing hippocampal networks,1-Jan-15,N/A,N/A,LinkedIn Publication
15680,15680,holger dannenberg,citation gaikwad larionov wang dannenberg h matozaki monsonego thal r neumann h signal regulatory protein beta1 microglial modulator phagocytosis alzheimer disease american journal pathology 175 2528 2539 2009,signal regulatory protein beta1 microglial modulator phagocytosis alzheimer s disease,1-Jan-09,N/A,N/A,LinkedIn Publication
15681,15681,huzefa rangwala,N/A,predicting preference tags improve item recommendation,30-Dec-14,N/A,N/A,LinkedIn Publication
15682,15682,huzefa rangwala,N/A,convex multi task learning using hinge loss,12-Dec-14,N/A,N/A,LinkedIn Publication
15683,15683,huzefa rangwala,N/A,convex multi task learning using hinge loss,12-Dec-14,N/A,N/A,LinkedIn Publication
15684,15684,huzefa rangwala,N/A,machine learning approaches metagenomics,1-Jan-14,N/A,N/A,LinkedIn Publication
15685,15685,huzefa rangwala,relevant subsequence dictionary learning rs dl alternative method applying sparse dictionary learning sequence datasets rs dl separate dictionaries constructed sequence dataset set relevant subsequence patterns allowing interesting subsequences discovered,relevant subsequence discovery sparse dictionary learning,1-Sep-13,N/A,N/A,LinkedIn Publication
15686,15686,huzefa rangwala,relevant subsequence dictionary learning rs dl alternative method applying sparse dictionary learning sequence datasets rs dl separate dictionaries constructed sequence dataset set relevant subsequence patterns allowing interesting subsequences discovered,relevant subsequence discovery sparse dictionary learning,1-Sep-13,N/A,N/A,LinkedIn Publication
15687,15687,huzefa rangwala,joint segmentation clustering jsc model combines ideas topic modeling segmental semi markov models compared techniques segmentation clustering performed individually jsc model improves performance recovering semantic information documents producing concise representations,joint segmentation clustering text corpuses,1-Apr-13,N/A,N/A,LinkedIn Publication
15688,15688,huzefa rangwala,N/A,multi task learning classifying proteins using dual hierarchies,19-Dec-12,N/A,N/A,LinkedIn Publication
15689,15689,huzefa rangwala,created family feed forward models many similarities convolutional neural networks however rather using standard convolutional layer networks extract informative features protein sequences using structure inspired profile hidden markov models networks competitive top performing kernel methods standard biological sequence datasets use significantly different mode operation,family feed forward models sequence classification,1-Sep-12,N/A,N/A,LinkedIn Publication
15690,15690,ioulia rytikova,N/A,invited talk big data ecosystem,19-May-16,N/A,N/A,LinkedIn Publication
15691,15691,ioulia rytikova,N/A,presentation big data healthcare challenges opportunities,7-Jan-16,N/A,N/A,LinkedIn Publication
15692,15692,ioulia rytikova,N/A,learning fun wait stem learning ,18-Sep-15,N/A,N/A,LinkedIn Publication
15693,15693,ioulia rytikova,N/A,presentation making work,5-Aug-15,N/A,N/A,LinkedIn Publication
15694,15694,ioulia rytikova,N/A,presentation classroom management active learning classrooms,3-Jun-15,N/A,N/A,LinkedIn Publication
15695,15695,ioulia rytikova,N/A,invited talk feedback ,8-Apr-15,N/A,N/A,LinkedIn Publication
15696,15696,ioulia rytikova,N/A,methodology personalized competency based learning undergraduate courses,15-Oct-14,N/A,N/A,LinkedIn Publication
15697,15697,ioulia rytikova,N/A,invited talk designing active learning experience undergraduate students,30-Sep-14,N/A,N/A,LinkedIn Publication
15698,15698,ioulia rytikova,N/A,invited talk big data higher education developing student profile,10-Jan-14,N/A,N/A,LinkedIn Publication
15699,15699,ioulia rytikova,N/A,presentation competency based modular approach ait database courses,1-Nov-13,N/A,N/A,LinkedIn Publication
15700,15700,irina hashmi,N/A,iddock integrating machine learning probabilistic search protein protein docking ,29-Jul-15,N/A,N/A,LinkedIn Publication
15701,15701,irina hashmi,peer reviewed conference paper,knowledge based search multi objective filters proposed structural models gpcr dimerization,1-Sep-14,N/A,N/A,LinkedIn Publication
15702,15702,irina hashmi,N/A,hopdock probabilistic search algorithm decoy sampling protein protein docking,1-Nov-13,N/A,N/A,LinkedIn Publication
15703,15703,irina hashmi,N/A,informatics driven protein protein docking,1-Sep-13,N/A,N/A,LinkedIn Publication
15704,15704,irina hashmi,N/A,basin hopping algorithm protein protein docking,1-Jan-12,N/A,N/A,LinkedIn Publication
15705,15705,irina hashmi,N/A,evolutionary conservation based method refining reranking protein complex structures,1-Jan-12,N/A,N/A,LinkedIn Publication
15706,15706,irina hashmi,N/A,basin hopping general versatile optimization framework characterization biological macromolecules,1-Jan-12,N/A,N/A,LinkedIn Publication
15707,15707,irina hashmi,N/A,employing geometric evolutionary information protein docking probabilistic search,1-Jan-12,N/A,N/A,LinkedIn Publication
15708,15708,irina hashmi,N/A,guiding protein docking geometric evolutionary information,1-Jan-12,N/A,N/A,LinkedIn Publication
15709,15709,irina hashmi,N/A,protein docking information evolutionary conserved interfaces,1-Jan-11,N/A,N/A,LinkedIn Publication
15710,15710,irina hashmi,N/A,refinement docked protein complex structures using evolutionary traces,1-Jan-11,N/A,N/A,LinkedIn Publication
15711,15711,irina hashmi,N/A,efficient design reversible barrel shifter,1-Jan-10,N/A,N/A,LinkedIn Publication
15712,15712,isuru dassanayake,N/A,assessing inter rater agreement multiple medical instruments heteroscedastic measurements,27-Jan-17,N/A,N/A,LinkedIn Publication
15713,15713,isuru dassanayake,N/A,statistical methods assessing agreement multiple methods heteroscedastic clinical measurements,6-Oct-16,N/A,N/A,LinkedIn Publication
15714,15714,jeffrey moran,closed cell foams widely applied insulation essential thermal management protective garments extreme environments work develop demonstrate strategy drastically reducing thermal conductivity flexible closed cell polychloroprene foam 0 031 0 002 w 1 k 1 approaching values air gap 0 027 w 1 k 1 extended period time 10 hours within material capable textile processing ultra insulating neoprene materials synthesized using high pressure processing 243 kpa high molecular weight gas environment ar kr xe fickian diffusion model describes mass infusion thermal conductivity reduction foam function processing time predicting 24 72 hour required exposure time full charging 6 mm thick 5 cm diameter neoprene sample results enable waterproof textile insulation approximates wearable air gap demonstrate wetsuit made ultra low thermally conductive neoprene capable potentially extending dive times 2 3 hours water 10 c compared 1 hour state art work introduces prospect effectively wearing flexible air gap thermal protection harsh environments,noble gas infused neoprene closed cell foams achieving ultra low thermal conductivity fabrics,18-Jun-18,N/A,N/A,LinkedIn Publication
15715,15715,jeffrey moran,present numerical model electroporation gram positive bacterium accounts presence negatively charged soft polyelectrolyte layer may include periplasmic space peptidoglycan layer cilia flagella surface appendages surrounding plasma membrane model ion transport within outside soft layer using soft layer electrokinetics based poisson nernst planck formalism additionally model electroporation dynamics plasma membrane using pore nucleation based electroporation formalism developed krassowska filev find ion transport within soft layer surface conduction depends relative importance soft layer charged group concentration compared buffer concentration significantly alters transmembrane voltage across plasma membrane hence pore characteristics numerical simulations suggest surface conduction significantly lowers pore number plasma membrane observation consistent experimental studies show gram positive bacteria general lower transformation efficiencies compared gram negative bacteria studies highlight strong dependence bacterial electroporation cell envelope properties buffer conditions need taken consideration designing electroporation protocols,numerical study effect soft layer properties bacterial electroporation,18-Sep-17,N/A,N/A,LinkedIn Publication
15716,15716,jeffrey moran,well known micro nanoparticles move phoretic effects response externally imposed gradients scalar quantities chemical concentration electric potential class active colloids propel aqueous media generating local gradients concentration electrical potential via surface reactions phoretic active colloids controlled using external stimuli mimic collective behaviors exhibited many biological swimmers low reynolds number physicochemical hydrodynamics imposes unique challenges constraints must understood practical potential active colloids realized review rich physics underlying operation phoretic active colloids describe interactions collective behaviors discuss promising directions future research,phoretic self propulsion,1-Jan-17,N/A,N/A,LinkedIn Publication
15717,15717,jeffrey moran,nonlinear phenomena occur electric double layer edl forms charged surfaces strongly influence electrokinetic effects including electro osmosis electrophoresis particular saturation effects due either dielectric decrement ion crowding effects paramount importance dielectric decrement significantly influences ionic concentration edl high zeta potential leading formation condensed layer near particle surface article present model incorporating steric effects due finite size ions dielectric decrement describe physics electric double layer model remains valid weakly strongly nonlinear regimes long electric double layer remains quasiequilibrium apply model study two archetypal problems electrokinetics namely electrophoresis particles fixed surface charges electrophoresis ideally polarizable particles,nonlinear electrophoresis presence dielectric decrement,30-Aug-16,N/A,N/A,LinkedIn Publication
15718,15718,jeffrey moran,electroporation commonly used deliver molecules drugs proteins dna cells mechanism remains poorly understood work rapid microfluidic assay developed determine critical electric field threshold required inducing bacterial electroporation microfluidic device designed bilaterally converging channel amplify electric field magnitudes sufficient induce electroporation bacterial cells introduced channel presence sytox fluorescently labels cells compromised membranes upon delivery electric pulse cells fluoresce due transmembrane influx sytox disruption cell membranes calculate critical electric field capturing location within channel increase fluorescence intensity electroporation bacterial strains industrial therapeutic relevance escherichia coli bl21 3 65 0 09 kv cm corynebacterium glutamicum 5 20 0 20 kv cm mycobacterium smegmatis 5 56 0 08 kv cm successfully characterized determining critical electric field electroporation facilitates development electroporation protocols minimize joule heating maximize cell viability assay ultimately enable genetic transformation bacteria archaea considered intractable difficult transfect facilitating fundamental genetic studies numerous diverse microbes,microfluidic screening electric fields electroporation,19-Feb-16,N/A,N/A,LinkedIn Publication
15719,15719,jeffrey moran,focus paper nonlinear electrophoresis ideally polarizable particles high applied voltages significant ionic exchange occurs electric double layer surrounds particle bulk solution addition steric effects due finite size ions drastically modify electric potential distribution electric double layer situation velocity field electric potential ionic concentration immediate vicinity particle described complicated set coupled nonlinear partial differential equations general case equations must solved numerically study rely numerical approach determine electric potential ionic concentration velocity field bulk solution surrounding particle numerical simulations rely pseudo spectral method used successfully chu bazant j colloid interface sci 315 1 319 329 2007 determine electric potential ionic concentration around ideally polarizable metallic sphere numerical simulations also incorporate steric model developed kilic et al phys rev e 75 021502 2007 account crowding effects electric double layer advective transport presence body force bulk electrolyte simulations demonstrate surface conduction significantly decreases electrophoretic mobility polarizable particles high zeta potential high applied electric field advective transport electric double layer bulk solution also shown significantly impact surface conduction,nonlinear electrophoresis ideally polarizable particles,9-Oct-14,N/A,N/A,LinkedIn Publication
15720,15720,jeffrey moran,catalytic bimetallic janus particles swim bipolar electrochemical propulsion mechanism results electroosmotic fluid slip around particle surface flow driven electrical body forces generated coupling reaction induced electric field net charge diffuse layer surrounding particle paper presents simulations scaling physical descriptions experimentally observed trend swimming speed decays rapidly increasing solution conductivity simulations solve full poisson nernst planck stokes equations multiple ionic species cylindrical particle infinite fluid nonlinear butler volmer boundary conditions represent electrochemical surface reactions speed bimetallic particles reduced high conductivity solutions reductions induced electric field diffuse layer near rod total reaction rate magnitude rod zeta potential work suggests auto electrophoretic mechanism inherently susceptible speed reductions higher ionic strength solutions,role solution conductivity reaction induced charge auto electrophoresis,1-Apr-14,N/A,N/A,LinkedIn Publication
15721,15721,jeffrey moran,present diagnostic platform measuring three dimensional three component 3d3c velocity fields microscopic volumes imaging system uses high speed nipkow spinning disk confocal microscopy confocal microscopy provides optical sectioning using pinhole spatial filtering rejects light originating focus objects system accomplishes volumetric scanning rapid translation high numerical aperture objective using piezo objective positioner motion fluorescent microspheres quantified using 3d3c super resolution particle imaging velocimetry instantaneous spatial resolutions order 5 µm less three dimensions examine 3d3c flow pdms microchannel expanding section 3d acquisition rates 30 hz find strong agreement computational model equations piv ptv literature adapted scanning objective provide estimates maximum measurable velocity technique allows isosurface visualization 3d particle motion robust high spatial resolution velocity measurements without requiring calibration step reconstruction algorithms,three dimensional three component particle velocimetry microscale flows using volumetric scanning,14-Jun-12,N/A,N/A,LinkedIn Publication
15722,15722,jeffrey moran,mitchell originally proposed asymmetric ion flux across organism membrane could generate electric fields drive locomotion although locomotion mechanism later rejected species bacteria engineered janus particles realized swim due ion fluxes generated asymmetric electrochemical reactions present governing equations scaling analyses numerical simulations describe motion bimetallic rod shaped motors hydrogen peroxide solutions due reaction induced charge auto electrophoresis coupled poisson nernst planck stokes equations numerically solved using frumkin corrected butler volmer equations represent electrochemical reactions rod surface simulations show strong agreement scaling analysis experiments analysis shows electrokinetic locomotion results electro osmotic fluid slip around nanomotor surface electroviscous flow driven electrical body forces generated coupling reaction induced dipolar charge density distribution electric field creates magnitude electroviscous velocity increases quadratically surface reaction rate uncharged motor linearly motor supports finite surface charge,electrokinetic locomotion due reaction induced charge auto electrophoresis,13-Jun-11,N/A,N/A,LinkedIn Publication
15723,15723,jeffrey moran,catalytic bimetallic nanomotors swim 100 body lengths per second well pick haul release micrometer scale cargo electrokinetic locomotion bimetallic nanomotors driven electrocatalytic decomposition hydrogen peroxide motors typically fabricated electrodeposition based template synthesis techniques result heterogeneous samples require specialized knowledge electrochemistry three electrode potentiostat setup cyanide based chemistry porous membranes paper presents rapid facile method fabrication spherical bimetallic motors requires access metal deposition equipment commercially available microspheres resulting spherical motors swim speeds comparable rod shaped motors dimensions composition spherical motors velocity increases fuel concentration decreasing diameter,rapid fabrication bimetallic spherical motors,21-Jul-10,N/A,N/A,LinkedIn Publication
15724,15724,jeffrey moran,bimetallic rod shaped nanomotors swim autonomously hydrogen peroxide solutions present scaling analysis computational simulations experimental data show nanomotor locomotion driven fluid slip around nanomotor surface due electrical body forces body forces generated coupling charge density electric fields induced electrochemical reactions occurring nanomotor surface describe dependence nanomotor motion nanomotor surface potential reaction driven flux,locomotion electrocatalytic nanomotors due reaction induced charge autoelectrophoresis,23-Jun-10,N/A,N/A,LinkedIn Publication
15725,15725,jeffrey moran,focused ion beam milling used fabricate micron submicron scale patterns sintered silica colloidal crystal films rectangular cavities solid porous boundaries fluidic channels isolation small number packed spheres patterned ion beam pattern sintered films individual submicron size spheres create patterns cover 40 μm less 15 min experiments work indicate amount redeposited material surface milled cavity determines whether surface porous solid fib direct patterning applications colloidal crystal based lithography integrated photonic devices optofluidic devices micrototal analytical systems,submicron scale patterning sintered silica colloidal crystal films using focused ion beam,20-Aug-08,N/A,N/A,LinkedIn Publication
15726,15726,jessica lin,N/A,list publications,N/A,N/A,N/A,LinkedIn Publication
15727,15727,jianli pan,N/A,refer google scholar profile link,http://scholar.google.com/citations?user=l9qqehgaaaaj&hl=en,N/A,N/A,LinkedIn Publication
15728,15728,katherine russell,paper 2012 robopatriots robot design,robopatriots gmu 2012 robocup team,1-Jun-12,N/A,N/A,LinkedIn Publication
15729,15729,katherine russell,paper computational theory intelligence analysis implementation theory tiacritis,computational theory cognitive assistant intelligence analysis,1-Nov-11,N/A,N/A,LinkedIn Publication
15730,15730,katherine russell,paper evidence based reasoning work learning agents center george mason university,toward computational theory evidence based reasoning,1-May-11,N/A,N/A,LinkedIn Publication
15731,15731,khaled khasawneh,N/A,latch locality aware taint checker,1-Jan-19,N/A,N/A,LinkedIn Publication
15732,15732,khaled khasawneh,N/A,speccfi cfi informed branch prediction,1-Jan-19,N/A,N/A,LinkedIn Publication
15733,15733,khaled khasawneh,N/A,safespec banishing spectre meltdown leakage free speculation,1-Jan-19,N/A,N/A,LinkedIn Publication
15734,15734,khaled khasawneh,N/A,ensemblehmd accurate hardware malware detectors specialized ensemble classifiers,1-Feb-18,N/A,N/A,LinkedIn Publication
15735,15735,khaled khasawneh,N/A,adversarial evasion resilient hardware malware detectors,1-Jan-18,N/A,N/A,LinkedIn Publication
15736,15736,khaled khasawneh,N/A,spectre returns speculation attacks using return stack buffer,1-Jan-18,N/A,N/A,LinkedIn Publication
15737,15737,khaled khasawneh,N/A,constructing characterizing covert channels gpgpus,1-Jan-17,N/A,N/A,LinkedIn Publication
15738,15738,khaled khasawneh,N/A,rhmd evasion resilient hardware malware detectors,1-Jan-17,N/A,N/A,LinkedIn Publication
15739,15739,khaled khasawneh,N/A,ric relaxed inclusion caches mitigating llc side channel attacks,1-Jan-17,N/A,N/A,LinkedIn Publication
15740,15740,khaled khasawneh,N/A,hardware based malware detection using low level architectural features,1-Jan-16,N/A,N/A,LinkedIn Publication
15741,15741,khaled khasawneh,N/A,ensemble learning low level hardware supported malware detection,1-Jan-15,N/A,N/A,LinkedIn Publication
15742,15742,kun sun,N/A,secure distributed cluster formation wireless sensor networks,1-Jan-06,N/A,N/A,LinkedIn Publication
15743,15743,larry kerschberg,N/A,mako multi ontology analytic knowledge organization based topic maps,1-Jan-04,N/A,N/A,LinkedIn Publication
15744,15744,lisa luo,purpose report series summarize benefits social emotional learning sel early childhood identify characteristics sel interventions effective school contexts responding need expressed early childhood education research alliance research team conducted systematic review synthesis recent research reviews meta analyses topic sel review identified effective sel programs strategies implementation practices effective components include aspects program design teacher training technical assistance integration sel existing structures review also described state district policies support sel engaging stakeholders assessing resources needs adopting evidence based sel programs integrating sel teacher administrator evaluation systems developing comprehensive freestanding sel learning standards results suggest sel programs positively affect social academic outcomes however research needed effects diverse student groups four parts series characteristics effective social emotional learning programs part 1 4 implementation strategies state district support policies part 2 4 teacher classroom strategies contribute social emotional learning part 3 4 outcomes different student populations settings part 4 4,review literature social emotional learning students ages 3 8 characteristics effective social emotional learning programs,1-Feb-17,N/A,N/A,LinkedIn Publication
15745,15745,lisa luo,study provides overview similarities differences states state education agencies define alternative education well states alternative education standards standards entail study reviewed information alternative education definitions programs state federal websites local school system websites maryland findings show 43 states district columbia formal definitions alternative education commonly cited target population alternative education students behavioral problems common services listed state definitions policies regarding alternative education programs regular academic instruction counseling social life skills job readiness behavioral services e g anger management conflict resolution literature suggests definition alternative education include target population services offered setting e g school stand alone schools scheduling e g school hours outside school hours,states define alternative education ,1-Sep-14,N/A,N/A,LinkedIn Publication
15746,15746,lishan yang,gpgpu applications huge unreachable exhaustive fault site space propose practical methodology fault site pruning get accurate reliability assessment short time gpgpu applications huge unreachable exhaustive fault site space propose practical methodology fault site pruning get accurate reliability assessment short time,fault site pruning practical reliability analysis gpgpu applicationsfault site pruning practical reliability analysis gpgpu applications,1-Oct-18,N/A,N/A,LinkedIn Publication
15747,15747,lishan yang,design implement benchmark ht vmbench performance scalability assessment virtual machine operations evaluate security cloud management solution using benchmark design implement benchmark ht vmbench performance scalability assessment virtual machine operations evaluate security cloud management solution using benchmark,valuating scalability performance security management solution large virtualized environmentsevaluating scalability performance security management solution large virtualized environments,1-Apr-18,N/A,N/A,LinkedIn Publication
15748,15748,lishan yang,propose g net nfv system gpu virtualization scheme supports spatial gpu sharing service chain based gpu scheduler scheme guarantee data isolation gpu addition develop abstraction building efficient network funcctions g net propose g net nfv system gpu virtualization scheme supports spatial gpu sharing service chain based gpu scheduler scheme guarantee data isolation gpu addition develop abstraction building efficient network funcctions g net,g net effective gpu sharing nfv systemsg net effective gpu sharing nfv systems,1-Apr-18,N/A,N/A,LinkedIn Publication
15749,15749,lishan yang,N/A,simulating covid 19 containment measures using south korean patient data simulating covid 19 containment measures using south korean patient data,2020,N/A,N/A,LinkedIn Publication
15750,15750,massimiliano albanese,complex distributed systems inherently difficult secure due many interdependencies amongst components vulnerabilities configuration parameters address problem present approach improving security posture distributed systems examining security impact configuration changes across interdependent components construct graph based model system vulnerabilities use analyze attack surface impact attacks show model optimized using smt solvers derive configurations minimize impact attacks preserving system functionality,poster securing distributed system configuration optimization reasoning graphs,24-Feb-19,N/A,N/A,LinkedIn Publication
15751,15751,massimiliano albanese,malicious actors use networks compromised remotely controlled hosts known botnets execute different classes cyberattacks including exfiltration sensitive data recently observed trend toward resilient botnet architectures departing traditional centralized architectures enabling botnets evade detection persist system indefinitely botnets achieve resilience architectural stealth establishing overlay networks minimize exposure malicious traffic detectors address problem propose novel network based detection scheme called debot identifies traffic flows associated exfiltration attempts proposed solution intercepts traffic different monitoring points leverages differences network behavior botnets benign users identify suspicious flows aim first develop mechanism identify monitoring points likely intercept significant volume malicious traffic analyze flow characteristics identify suspicious hosts use periodogram analysis identify malicious flows originating hosts evaluate proposed approach different botnets cybervan testbed compare performance state art detection techniques results indicate debot effective detecting botnet activity thus enabling identification removal bots,debot novel network based mechanism detect exfiltration architectural stealthy botnets,5-Dec-18,N/A,N/A,LinkedIn Publication
15752,15752,massimiliano albanese,cyber security landscape asymmetric relationship defender attacker tends favor attacker defender needs protect system possible ways breaching attacker needs identify exploit one vulnerable entry point order succeed chapter show effectively reverse intrinsic asymmetry favor defender concurrently pursuing two complementary objectives increasing defender understanding multiple facets cyber landscape referred cyber situational awareness csa creating uncertainty attacker moving target defense mtd adaptive cyber defense acd techniques chapter provides brief overview contributions areas discusses future research directions,cyber situational awareness adaptive cyber defense leveling cyber playing field,30-Nov-18,N/A,N/A,LinkedIn Publication
15753,15753,massimiliano albanese,recent years advanced persistent threats apts emerged increasingly sophisticated cyber attacks often waged state actors hostile organizations high profile targets apt actors employ diversified set sophisticated tools advanced capabilities penetrate target systems evade detection maintain foothold within compromised systems extended periods time stealth persistence enable apt actors conduct long term espionage sabotage operations despite significant efforts develop apt detection mitigation capabilities stealthy nature apts poses significant challenges defending threats still open research problem particular quantitative models capture apts may create maintain foothold within target system lacking address gap propose quantitative framework assess cost incurred apt actors compromise persist within target system ii estimate value gain time persisting system iii simulate footprint apt evolves time maintain stealth attackers constraints volume potentially detectable activity engage also propose preliminary defender model results evaluation show approach promising thus encouraging research direction,quantitative framework model advanced persistent threats,26-Jul-18,N/A,N/A,LinkedIn Publication
15754,15754,massimiliano albanese,today landscape organizations increasingly exposed array novel sophisticated threats including advanced persistent threats apts distributed denial service ddos attacks bypass traditional defenses persist target systems indefinitely threat actors often rely networks compromised remotely controlled hosts known botnets execute number different cyberattacks engage criminal unauthorized activities protecting sensitive mission critical data competitors state actors organized crime become increasingly critical well many organizations promising approach botnet detection mitigation relies moving target defense mtd novel game changing approach cyber defense mtd creates asymmetric uncertainty providing defender tactical advantage attacker mtd techniques designed continuously change shift system attack surface thus increasing cost complexity threat actors show botnet detection mitigation problem decomposed three related relatively simpler challenges challenges effectively tackled adopting mtd approach ultimately limiting ability botnet persist within target system,defending stealthy botnets using moving target defenses,6-Feb-18,N/A,N/A,LinkedIn Publication
15755,15755,massimiliano albanese,last several decades networked systems grown complexity sophistication introducing complex interdependencies amongst numerous diverse components attackers leverage interdependencies penetrate seemingly well guarded networks sophisticated multi step attacks research shown explicit implicit interdependencies exist various layers hardware software architecture particular dependencies vulnerabilities dependencies applications services critical assessing impact multi step attacks two classes interdependencies traditionally studied using attack dependency graphs respectively although significant work done area attack dependency graphs demonstrate neither models provide accurate assessment attack impact used isolation address limitation take mission centric approach present solution integrate two powerful models unified framework enables us accurately assess impact multi step attacks identify high impact attack paths within network analysis ultimately generate effective hardening recommendations seen one phase continuous process iteratively cycles impact analysis vulnerability remediation stages,graphical model assess impact multi step attacks,1-Jan-18,N/A,N/A,LinkedIn Publication
15756,15756,massimiliano albanese,recent years moving target defense mtd emerged potential game changer security landscape due potential create asymmetric uncertainty favors defender many different mtd techniques proposed addressing often specific set attack vectors despite huge progress made area still critical gaps respect analysis quantification cost benefits deploying mtd techniques fact common metrics assess performance techniques still lacking tend assess performance different often incompatible ways paper addresses gaps proposing quantitative analytic model assessing resource availability performance mtds method determination highest possible reconfiguration rate thus smallest probability attacker success meets performance stability constraints finally present experimental validation proposed approach,performance modeling moving target defenses,30-Oct-17,N/A,N/A,LinkedIn Publication
