,Name,similar_categories,category_score
66,gene shuman,viscoelastic fluids,0.113295574
66,gene shuman,semiconductor manufacturing,0.111361547
66,gene shuman,water quality engineering,0.109892771
67,george hazelrigg,subsystems,0.296186605
67,george hazelrigg,bio metrics forensic science,0.249889943
67,george hazelrigg,model based systems engineering,0.223754249
67,george hazelrigg,neuroscience,0.217944358
67,george hazelrigg,devices,0.216684772
67,george hazelrigg,devices,0.216684772
67,george hazelrigg,analytic hierarchy process optimization,0.209394166
67,george hazelrigg,ultrasound imaging devices,0.204752452
67,george hazelrigg,collecting analyzing data wearable devices,0.198665717
68,gheorghe tecuci,learning engineering,0.355264746
68,gheorghe tecuci,engineering computing student learning methods effectiveness,0.329642157
68,gheorghe tecuci,distance computer based learning,0.329509108
68,gheorghe tecuci,computer science education,0.321552348
68,gheorghe tecuci,learning analytics,0.318746221
68,gheorghe tecuci,unsupervised learning,0.313198555
68,gheorghe tecuci,engineering education research,0.308308755
68,gheorghe tecuci,engineering education,0.303981235
68,gheorghe tecuci,knowledge information engineering,0.292434527
68,gheorghe tecuci,ai machine learning,0.283279775
69,gino manzo,devices,0.209165007
69,gino manzo,devices,0.209165007
69,gino manzo,system enterprise architecture design,0.141515732
69,gino manzo,ultrasound imaging devices,0.138484953
69,gino manzo,subsystems,0.138013112
69,gino manzo,engineering design,0.135829716
69,gino manzo,network architecture,0.128884816
69,gino manzo,collecting analyzing data wearable devices,0.122988009
69,gino manzo,hardware software co design neural archi,0.113446079
70,giorgio ascoli,model based systems engineering,0.207111726
70,giorgio ascoli,systems modeling  analysis,0.192409128
70,giorgio ascoli,bayesian statistics,0.189836252
70,giorgio ascoli,basal ganglia,0.186203897
70,giorgio ascoli,data mining big data analysis,0.179610419
70,giorgio ascoli,recycled materials geo environmental modeling,0.174074546
70,giorgio ascoli,air pollution modeling policy analysis,0.172457261
70,giorgio ascoli,statistics,0.172342529
70,giorgio ascoli,computational statistics,0.171118414
70,giorgio ascoli,modeling health outcomes statistical analysis including longitudinal,0.170486567
71,girum urgessa,data mining big data analysis,0.158769513
71,girum urgessa,information technology,0.125281668
71,girum urgessa,air pollution modeling policy analysis,0.124129934
71,girum urgessa,big data,0.119106314
71,girum urgessa,high dimensional data,0.115837437
71,girum urgessa,systems modeling  analysis,0.112952848
71,girum urgessa,data science,0.111438254
71,girum urgessa,digital forensics analysis,0.110325429
71,girum urgessa,big data analytics  characterization,0.108055442
72,giuseppe ateniese,system security including communications,0.193833019
72,giuseppe ateniese,next g communications networks,0.18977662
72,giuseppe ateniese,subsystems,0.189584763
72,giuseppe ateniese,systems network security,0.18507431
72,giuseppe ateniese,network systems security,0.18507431
72,giuseppe ateniese,wireless communications  networks,0.180612394
72,giuseppe ateniese,model based systems engineering,0.178338181
72,giuseppe ateniese,communication networks,0.175238801
72,giuseppe ateniese,network systems,0.173694657
72,giuseppe ateniese,land data assimilation systems,0.172039692
73,grigory yaroslavtsev,computer architecture,0.181649754
73,grigory yaroslavtsev,neural interfaces,0.172132593
73,grigory yaroslavtsev,bioengineering,0.172132593
73,grigory yaroslavtsev,architecture,0.166666667
73,grigory yaroslavtsev,hardware,0.149071198
73,grigory yaroslavtsev,assistive technology,0.140859042
73,grigory yaroslavtsev,computer networks architectures,0.139443338
73,grigory yaroslavtsev,computer games technology,0.134839972
73,grigory yaroslavtsev,cryptographic hardware,0.134839972
74,gurdip singh,integer programming optimization,0.236363636
74,gurdip singh,ai nlp programming,0.220833546
74,gurdip singh,internet,0.152572071
74,gurdip singh,internet measurements,0.14795154
74,gurdip singh,chance constrained programming,0.14125429
74,gurdip singh,neural interfaces,0.120618813
74,gurdip singh,architecture,0.114991915
74,gurdip singh,web applications,0.107898623
74,gurdip singh,neuroinformatics computational neuroanatomy,0.104972776
74,gurdip singh,computational neuroanatomy,0.104972776
75,hadi el amine,model based systems engineering,0.206472956
75,hadi el amine,bio metrics forensic science,0.199152914
75,hadi el amine,systems modeling  analysis,0.186920545
75,hadi el amine,data science,0.186908886
75,hadi el amine,google,0.184138436
75,hadi el amine,software testing,0.176728257
75,hadi el amine,functional electrical stimulation,0.175764885
75,hadi el amine,data mining big data analysis,0.173609831
75,hadi el amine,system level optimization applied ,0.169166517
75,hadi el amine,results clinical studies,0.167819254
76,hadi rezazad,ai nlp programming,0.17065741
76,hadi rezazad,neural interfaces,0.148566726
76,hadi rezazad,time series,0.138204968
76,hadi rezazad,intelligence c4i  cyber,0.127342908
76,hadi rezazad,artifiicial intelligence,0.127342908
76,hadi rezazad,bioengineering,0.127342908
76,hadi rezazad,information retrieval,0.126088267
76,hadi rezazad,time series modeling,0.124347904
77,hakan aydin,subsystems,0.318935559
77,hakan aydin,neuroscience,0.205586679
77,hakan aydin,neural networks,0.195680926
77,hakan aydin,network forensics,0.19060975
77,hakan aydin,computational neuroscience,0.184270578
77,hakan aydin,bio metrics forensic science,0.181125398
77,hakan aydin,neuroinformatics computational neuroanatomy,0.17805237
77,hakan aydin,computational neuroanatomy,0.17805237
77,hakan aydin,network science,0.172369343
77,hakan aydin,wireless networks,0.169349422
78,hamza mughal,neural interfaces,0.365148372
78,hamza mughal,neuroinformatics computational neuroanatomy,0.25819889
78,hamza mughal,computational neuroanatomy,0.25819889
78,hamza mughal,ai nlp programming,0.254462095
78,hamza mughal,hardware,0.245954929
78,hamza mughal,computational neuroscience,0.239045722
78,hamza mughal,cryptographic hardware,0.222474604
78,hamza mughal,probabilistic ontologies,0.204646871
78,hamza mughal,bioengineering,0.182574186
79,hans hoyer,tribology,0.211999576
79,hans hoyer,nanotechnology,0.191760832
79,hans hoyer,bioengineering,0.183597018
79,hans hoyer,dna nanotechnology,0.183597018
79,hans hoyer,gpu computing,0.145908115
79,hans hoyer,ubiquitous computing,0.138786301
79,hans hoyer,social computing,0.129499352
80,harry foxwell,network modeling,0.173441205
80,harry foxwell,google,0.172202039
80,harry foxwell,subsystems,0.168001989
80,harry foxwell,bayesian statistics,0.16460766
80,harry foxwell,recycled materials geo environmental modeling,0.163413094
80,harry foxwell,procurement economic models,0.16206879
80,harry foxwell,multi formalism modeling,0.161351656
80,harry foxwell,model based systems engineering,0.160754457
80,harry foxwell,statistics,0.155774797
80,harry foxwell,computational statistics,0.149151502
81,harry wechsler,internet,0.165757485
81,harry wechsler,subsystems,0.162396007
81,harry wechsler,data mining big data analysis,0.162346229
81,harry wechsler,wireless communications  networks,0.161327915
81,harry wechsler,internet measurements,0.156950011
81,harry wechsler,web applications,0.156667017
81,harry wechsler,wireless networks,0.155092113
81,harry wechsler,bio metrics forensic science,0.153297517
81,harry wechsler,analytic hierarchy process optimization,0.151748627
81,harry wechsler,systems modeling  analysis,0.15018538
82,hemant purohit,economics,0.215898976
82,hemant purohit,google,0.191000858
82,hemant purohit,wireless optical communications,0.184380117
82,hemant purohit,wireless communications,0.174525696
82,hemant purohit,control theory,0.172757209
82,hemant purohit,air pollution modeling policy analysis,0.170781937
82,hemant purohit,scheduling control,0.170431254
82,hemant purohit,wireless communications  networks,0.1702702
82,hemant purohit,web intelligence,0.165447587
82,hemant purohit,model based systems engineering,0.164686655
83,henry coffman,memory,0.067002521
83,henry coffman,computer vision,0.060111309
83,henry coffman,information security assurance,0.058025885
83,henry coffman,computational experimental neuroplasticity memory,0.053896806
83,henry coffman,iot security,0.05053987
83,henry coffman,cyber security,0.05053987
83,henry coffman,security,0.05053987
83,henry coffman,hardware security,0.047023041
83,henry coffman,computer security,0.045679247
83,henry coffman,cps iot security,0.045360921
84,holger dannenberg,time series modeling,0.187960773
84,holger dannenberg,time series,0.159726596
84,holger dannenberg,real time,0.148394618
84,holger dannenberg,o ran,0.142269884
84,holger dannenberg,real time embedded systems,0.141510849
84,holger dannenberg,rapid prototyping,0.139626419
84,holger dannenberg,cryptography,0.137803324
84,holger dannenberg,spatio temporal models,0.132048333
84,holger dannenberg,memory,0.127399927
84,holger dannenberg,functional electrical stimulation,0.119863539
85,huzefa rangwala,functional electrical stimulation,0.207689324
85,huzefa rangwala,systems modeling  analysis,0.176326397
85,huzefa rangwala,ultrasound imaging devices,0.173804109
85,huzefa rangwala,model based systems engineering,0.173645865
85,huzefa rangwala,data mining big data analysis,0.173052071
85,huzefa rangwala,high dimensional data,0.158361187
85,huzefa rangwala,system analysis simulation,0.156858683
85,huzefa rangwala,digital forensics analysis,0.153737422
85,huzefa rangwala,system level optimization applied ,0.153726486
86,inchi hu,bioengineering,0.181130889
86,inchi hu,assistive technology,0.130435801
86,inchi hu,statistics,0.129553411
86,inchi hu,bayesian statistics,0.125491161
86,inchi hu,computational statistics,0.120396624
86,inchi hu,economics,0.119051369
86,inchi hu,information technology,0.118980986
86,inchi hu,spatial statistics,0.117750222
86,inchi hu,gpu computing,0.115158587
87,ioulia rytikova,ai nlp programming,0.168030887
87,ioulia rytikova,engineering education,0.1508611
87,ioulia rytikova,computing education research,0.150396302
87,ioulia rytikova,engineering computing student learning methods effectiveness,0.137260782
87,ioulia rytikova,bayesian statistics,0.137102124
87,ioulia rytikova,engineering education research,0.135287656
87,ioulia rytikova,computer science education,0.128069627
87,ioulia rytikova,statistics,0.125813538
87,ioulia rytikova,distance education,0.124891225
88,irina hashmi,google,0.186761238
88,irina hashmi,functional electrical stimulation,0.164273917
88,irina hashmi,model based systems engineering,0.16190397
88,irina hashmi,structural stress,0.160742289
88,irina hashmi,systems modeling  analysis,0.160477921
88,irina hashmi,structural health monitoring inspection,0.154670991
88,irina hashmi,dependent complex structured data ,0.135499204
88,irina hashmi,system analysis simulation,0.133938377
89,isuru dassanayake,bayesian statistics,0.195972742
89,isuru dassanayake,statistics,0.17190294
89,isuru dassanayake,computational statistics,0.159752905
89,isuru dassanayake,spatial statistics,0.156241423
89,isuru dassanayake,modeling health outcomes statistical analysis including longitudinal,0.121026985
89,isuru dassanayake,high dimensional statistics,0.118475925
89,isuru dassanayake,biometrics,0.115278084
89,isuru dassanayake,spatio temporal statistics,0.114517164
90,ivan avramovic,internet,0.266848019
90,ivan avramovic,internet measurements,0.246444501
90,ivan avramovic,internet things,0.1798384
90,ivan avramovic,internet of things,0.1798384
90,ivan avramovic,time series modeling,0.174854303
90,ivan avramovic,real time,0.170322887
90,ivan avramovic,time series,0.167617985
90,ivan avramovic,real time embedded systems,0.153638593
90,ivan avramovic,command control,0.139991414
90,ivan avramovic,scheduling control,0.135377713
91,james baldo,bayesian statistics,0.17275578
91,james baldo,bioengineering,0.166234327
91,james baldo,statistics,0.165137059
91,james baldo,computational statistics,0.153465234
91,james baldo,spatial statistics,0.150091959
91,james baldo,information technology,0.146994286
91,james baldo,assistive technology,0.13603239
91,james baldo,spatio temporal statistics,0.123944503
91,james baldo,engineering computing student learning methods effectiveness,0.120108123
91,james baldo,tribology,0.119969292
92,jan allbeck,model based systems engineering,0.214921774
92,jan allbeck,recycled materials geo environmental modeling,0.214181498
92,jan allbeck,air pollution modeling policy analysis,0.20231871
92,jan allbeck,time series modeling,0.195857279
92,jan allbeck,modeling simulation,0.191263379
92,jan allbeck,network modeling,0.189272414
92,jan allbeck,systems modeling  analysis,0.188360691
92,jan allbeck,computer simulation modeling,0.183193849
92,jan allbeck,spatio temporal models,0.180990239
92,jan allbeck,real time embedded systems,0.180708367
93,janis terpenny,devices,0.335549925
93,janis terpenny,devices,0.335549925
93,janis terpenny,system enterprise architecture design,0.281746935
93,janis terpenny,ultrasound imaging devices,0.27020511
93,janis terpenny,model based systems engineering,0.266219717
93,janis terpenny,system architectures,0.26525534
93,janis terpenny,systems architecture,0.26525534
93,janis terpenny,collecting analyzing data wearable devices,0.258095323
94,jean pierre auffret,cognitive systems,0
94,jean pierre auffret,intelligent agents,0
94,jean pierre auffret,knowledge representation reasoning,0
94,jean pierre auffret,machine learning,0
94,jean pierre auffret,natural language processing,0
94,jean pierre auffret,robotics,0
94,jean pierre auffret,unmanned autonomous vehicles,0
94,jean pierre auffret,computer architecture,0
94,jean pierre auffret,computing components,0
94,jean pierre auffret,devices,0
95,jeff offutt,software testing,0.403370051
95,jeff offutt,auction design testing,0.260524814
95,jeff offutt,new clinical trial methods,0.242911208
95,jeff offutt,digital forensics,0.224440851
95,jeff offutt,network forensics,0.217519628
95,jeff offutt,digital forensics analysis,0.205212911
95,jeff offutt,analytic hierarchy process optimization,0.185390861
95,jeff offutt,model based systems engineering,0.177860128
95,jeff offutt,google,0.177088039
95,jeff offutt,medical image analysis,0.161093357
96,jeffrey moran,hydraulic land surface modeling,0.253736308
96,jeffrey moran,land surface modeling,0.247336551
96,jeffrey moran,nano scale surface engineering,0.222632304
96,jeffrey moran,surface engineering,0.195091748
96,jeffrey moran,model based systems engineering,0.191555996
96,jeffrey moran,analytic hierarchy process optimization,0.181189859
96,jeffrey moran,electrical based transport,0.172816769
96,jeffrey moran,chemical sensors,0.171611999
96,jeffrey moran,high temperature tribology,0.171045481
96,jeffrey moran,high dimensional statistics,0.167780906
97,jens peter kaps,analytic hierarchy process optimization,0.185343176
97,jens peter kaps,ultrasound imaging devices,0.1804357
97,jens peter kaps,functional electrical stimulation,0.178447375
97,jens peter kaps,devices,0.165524974
97,jens peter kaps,devices,0.165524974
97,jens peter kaps,substance use disorders,0.156279809
97,jens peter kaps,electronics,0.155646679
97,jens peter kaps,creative tools,0.155559744
97,jens peter kaps,evidence based reasoning,0.149876815
98,jessica lin,time series,0.372878577
98,jessica lin,time series modeling,0.36519455
98,jessica lin,real time,0.334224136
98,jessica lin,real time embedded systems,0.316751979
98,jessica lin,spatio temporal statistics,0.243288702
98,jessica lin,scheduling,0.234306387
98,jessica lin,distance computer based learning,0.2097628
98,jessica lin,analytic hierarchy process optimization,0.193630119
98,jessica lin,life cycle maintenance analysis,0.190734868
98,jessica lin,spatio temporal data,0.189244971
99,jianli pan,internet,0.293216573
99,jianli pan,internet measurements,0.269537962
99,jianli pan,internet things,0.216147253
99,jianli pan,internet of things,0.216147253
99,jianli pan,semantic web,0.209407201
99,jianli pan,web applications,0.19579826
99,jianli pan,network web security,0.191898848
99,jianli pan,web intelligence,0.188550032
99,jianli pan,world wide web,0.159240878
99,jianli pan,google,0.158003469
100,jiayang sun,subsystems,0.291902553
100,jiayang sun,neuroscience,0.218475984
100,jiayang sun,computational neuroscience,0.217700786
100,jiayang sun,bayesian statistics,0.210531402
100,jiayang sun,bayesian networks,0.202849858
100,jiayang sun,neuroinformatics computational neuroanatomy,0.202710106
100,jiayang sun,computational neuroanatomy,0.202710106
100,jiayang sun,neural networks,0.200966455
100,jiayang sun,network architecture,0.193845965
100,jiayang sun,bio metrics forensic science,0.192677707
101,jie xu,model based systems engineering,0.218062551
101,jie xu,analytic hierarchy process optimization,0.20658642
101,jie xu,bio metrics forensic science,0.199101254
101,jie xu,functional electrical stimulation,0.198998188
101,jie xu,google,0.185650693
101,jie xu,bayesian statistics,0.173860018
101,jie xu,systems modeling  analysis,0.172267455
101,jie xu,subsystems,0.167188193
101,jie xu,ultrasound imaging devices,0.163201888
102,jim chen,model based systems engineering,0.28108118
102,jim chen,analytic hierarchy process optimization,0.280836279
102,jim chen,systems modeling  analysis,0.256865017
102,jim chen,bio metrics forensic science,0.250466234
102,jim chen,high dimensional statistics,0.23749445
102,jim chen,hydraulic land surface modeling,0.23595561
102,jim chen,ultrasound imaging devices,0.235656908
102,jim chen,distance computer based learning,0.233853605
102,jim chen,land data assimilation systems,0.232416735
102,jim chen,modeling health outcomes statistical analysis including longitudinal,0.230327235
103,jinwei ye,ultrasound imaging devices,0.256446865
103,jinwei ye,ultrasound,0.250283508
103,jinwei ye,hydraulic land surface modeling,0.200602211
103,jinwei ye,land surface modeling,0.199340093
103,jinwei ye,analytic hierarchy process optimization,0.192557343
103,jinwei ye,color,0.188646525
103,jinwei ye,photoacoustic imaging microscopy,0.187825501
103,jinwei ye,visualization,0.180737746
103,jinwei ye,nano scale surface engineering,0.180444889
103,jinwei ye,side channel,0.17006102
104,john mclaughlin,ai nlp programming,0.200039518
104,john mclaughlin,bioengineering,0.186584441
104,john mclaughlin,computing education research,0.15663879
104,john mclaughlin,integer programming optimization,0.145574644
104,john mclaughlin,engineering education,0.136170552
104,john mclaughlin,computer science education,0.128822667
104,john mclaughlin,cs education,0.124212308
104,john mclaughlin,assistive technology,0.122148189
104,john mclaughlin,engineering education research,0.122113619
105,john otten,neural interfaces,0.376559258
105,john otten,subsystems,0.355023473
105,john otten,neuroinformatics computational neuroanatomy,0.355023473
105,john otten,computational neuroanatomy,0.355023473
105,john otten,computational neuroscience,0.328687868
105,john otten,internet,0.303108891
105,john otten,internet measurements,0.272934504
105,john otten,ai nlp programming,0.249568593
105,john otten,network architecture,0.229065341
105,john otten,hardware,0.210818511
106,john shortle,analytic hierarchy process optimization,0.24992452
106,john shortle,model based systems engineering,0.239248717
106,john shortle,bayesian statistics,0.234463558
106,john shortle,systems modeling  analysis,0.225888667
106,john shortle,time series modeling,0.222104486
106,john shortle,modeling health outcomes statistical analysis including longitudinal,0.21053706
106,john shortle,air pollution modeling policy analysis,0.209357108
106,john shortle,bio metrics forensic science,0.208874911
106,john shortle,high dimensional statistics,0.207844181
107,john stufken,devices,0.141170979
107,john stufken,devices,0.141170979
107,john stufken,bayesian statistics,0.135144926
107,john stufken,collecting analyzing data wearable devices,0.134089605
107,john stufken,wearable computing,0.126420892
107,john stufken,architecture,0.123624508
107,john stufken,transportation engineering,0.114256571
107,john stufken,gpu computing,0.112743172
108,jonathan goldman,distance education,0.113302693
108,jonathan goldman,computing education research,0.096053775
108,jonathan goldman,computer science education,0.086521619
108,jonathan goldman,cs education,0.084821241
108,jonathan goldman,engineering education,0.079462383
108,jonathan goldman,results clinical studies,0.077016765
108,jonathan goldman,distance computer based learning,0.075716854
108,jonathan goldman,integer programming optimization,0.072306402
108,jonathan goldman,engineering education research,0.071259453
109,jonathan l auerbach,bayesian statistics,0.308077274
109,jonathan l auerbach,statistics,0.302904745
109,jonathan l auerbach,computational statistics,0.294900102
109,jonathan l auerbach,spatial statistics,0.275308081
109,jonathan l auerbach,high dimensional statistics,0.231958543
109,jonathan l auerbach,spatio temporal statistics,0.219296647
109,jonathan l auerbach,analytic hierarchy process optimization,0.205549354
109,jonathan l auerbach,model based systems engineering,0.184375467
109,jonathan l auerbach,distance computer based learning,0.182856879
110,joy hughes,neural interfaces,0.267200364
110,joy hughes,ai nlp programming,0.226035703
110,joy hughes,neuroinformatics computational neuroanatomy,0.207056646
110,joy hughes,computational neuroanatomy,0.207056646
110,joy hughes,wireless communications  networks,0.20554177
110,joy hughes,computational neuroscience,0.201282064
110,joy hughes,wireless optical communications,0.19843744
110,joy hughes,online communities,0.196654272
110,joy hughes,ai ml wireless,0.193236966
110,joy hughes,wireless communications,0.18977055
111,juan cebral,blood flow,0.20758283
111,juan cebral,model based systems engineering,0.171025664
111,juan cebral,systems modeling  analysis,0.168016328
111,juan cebral,recycled materials geo environmental modeling,0.166136404
111,juan cebral,probabilistic modeling,0.157047841
111,juan cebral,modeling,0.155990928
111,juan cebral,geometric modeling,0.154975852
112,kai zeng,internet,0.301784763
112,kai zeng,internet measurements,0.28746457
112,kai zeng,internet things,0.212218692
112,kai zeng,internet of things,0.212218692
112,kai zeng,wireless communications  networks,0.202604433
112,kai zeng,wireless networks,0.191352059
112,kai zeng,wireless communications,0.188416151
112,kai zeng,wireless optical communications,0.18654432
112,kai zeng,wireless,0.180819804
112,kai zeng,wireless networking,0.176404621
113,kamaljeet sanghera,ai nlp programming,0.136103711
113,kamaljeet sanghera,integer programming optimization,0.12001984
113,kamaljeet sanghera,bioengineering,0.089087081
113,kamaljeet sanghera,computing education research,0.089087081
113,kamaljeet sanghera,human centered computing,0.081751912
113,kamaljeet sanghera,hardware,0.077151675
113,kamaljeet sanghera,economics,0.073192505
113,kamaljeet sanghera,chance constrained programming,0.071725573
113,kamaljeet sanghera,gpu computing,0.070799233
114,karla hoffman,model based systems engineering,0.222018155
114,karla hoffman,analytic hierarchy process optimization,0.218895731
114,karla hoffman,results clinical studies,0.21438023
114,karla hoffman,bio metrics forensic science,0.199657436
114,karla hoffman,evidence based reasoning,0.188846056
114,karla hoffman,functional electrical stimulation,0.187473395
114,karla hoffman,biophysics,0.186033729
114,karla hoffman,air pollution modeling policy analysis,0.185683818
114,karla hoffman,time series modeling,0.181471402
115,katherine russell,internet,0.210561088
115,katherine russell,internet measurements,0.202951902
115,katherine russell,next g communications networks,0.183144911
115,katherine russell,wireless optical communications,0.181860675
115,katherine russell,wireless communications,0.180162531
115,katherine russell,evidence based reasoning,0.179003749
115,katherine russell,intelligence strategic analysis,0.173869076
115,katherine russell,wireless communications  networks,0.173321298
115,katherine russell,intelligence analysis,0.172772084
115,katherine russell,robotics,0.172416219
116,kathleen wage,analytic hierarchy process optimization,0.192187613
116,kathleen wage,model based systems engineering,0.185174664
116,kathleen wage,recycled materials geo environmental modeling,0.175785121
116,kathleen wage,systems modeling  analysis,0.17154664
116,kathleen wage,google,0.169044547
116,kathleen wage,computational statistics,0.163766976
116,kathleen wage,substance use disorders,0.163020304
116,kathleen wage,network modeling,0.162148496
116,kathleen wage,musculoskeletal modeling,0.161836453
116,kathleen wage,data mining big data analysis,0.161027695
117,kenneth ball,blood flow,0.264858975
117,kenneth ball,particle filtering,0.193806175
117,kenneth ball,viscoelastic fluids,0.188368766
117,kenneth ball,fluid mechanics,0.184054977
117,kenneth ball,analytic hierarchy process optimization,0.177813245
117,kenneth ball,turbulence,0.166955339
117,kenneth ball,power systems,0.15010268
117,kenneth ball,bio metrics forensic science,0.150036776
117,kenneth ball,power system reliability,0.147084479
118,kenneth strazzeri,decision guidance,0.173526402
118,kenneth strazzeri,nonparametric inference,0.155555556
118,kenneth strazzeri,curricular development enhanced educational opportunities,0.126062597
118,kenneth strazzeri,analytic hierarchy process optimization,0.12454412
118,kenneth strazzeri,biometrics,0.111111111
118,kenneth strazzeri,survey sampling,0.111111111
118,kenneth strazzeri,governance policy,0.108953408
118,kenneth strazzeri,statistical signal processing,0.09958424
118,kenneth strazzeri,photoacoustic imaging microscopy,0.099380799
119,kevin andrea,internet,0.258497684
119,kevin andrea,internet measurements,0.232764327
119,kevin andrea,devices,0.1741143
119,kevin andrea,devices,0.1741143
119,kevin andrea,internet things,0.168114357
119,kevin andrea,internet of things,0.168114357
119,kevin andrea,hardware support security,0.15993554
119,kevin andrea,decision support systems,0.156827934
119,kevin andrea,ultrasound imaging devices,0.156106188
120,kevin lybarger,analytic hierarchy process optimization,0.218939343
120,kevin lybarger,recycled materials geo environmental modeling,0.213134095
120,kevin lybarger,model based systems engineering,0.196264313
120,kevin lybarger,new clinical trial methods,0.196143912
120,kevin lybarger,natural language processing,0.194959894
120,kevin lybarger,network modeling,0.189296214
120,kevin lybarger,functional electrical stimulation,0.187274943
120,kevin lybarger,modeling performance,0.184946333
120,kevin lybarger,google,0.182781962
120,kevin lybarger,air pollution modeling policy analysis,0.181007568
121,kevin moran,new clinical trial methods,0.148312272
121,kevin moran,creative tools,0.143962843
121,kevin moran,mobile computing,0.142838601
121,kevin moran,mobile system,0.136836833
121,kevin moran,mobile iot systems,0.136836833
121,kevin moran,google,0.133523975
121,kevin moran,model based systems engineering,0.13276261
121,kevin moran,analytic hierarchy process optimization,0.131775746
121,kevin moran,digital forensics analysis,0.128246669
121,kevin moran,collecting analyzing data wearable devices,0.127659329
122,khaled khasawneh,analytic hierarchy process optimization,0.15442145
122,khaled khasawneh,substance use disorders,0.145385673
122,khaled khasawneh,functional electrical stimulation,0.145358378
122,khaled khasawneh,evidence based reasoning,0.141592994
122,khaled khasawneh,ultrasound imaging devices,0.137023243
122,khaled khasawneh,ultrasound,0.136568412
122,khaled khasawneh,distance computer based learning,0.134732946
122,khaled khasawneh,bio metrics forensic science,0.133497964
122,khaled khasawneh,new clinical trial methods,0.129823444
122,khaled khasawneh,google,0.129612837
123,khondkar islam,results clinical studies,0.236543574
123,khondkar islam,internet,0.234709135
123,khondkar islam,internet measurements,0.222106805
123,khondkar islam,distance computer based learning,0.192803866
123,khondkar islam,neuroscience,0.190452574
123,khondkar islam,distance education,0.180915242
123,khondkar islam,internet things,0.176236541
123,khondkar islam,internet of things,0.176236541
123,khondkar islam,bio metrics forensic science,0.167213546
124,kim blackwell,modeling,0.21745825
124,kim blackwell,musculoskeletal modeling,0.212017046
124,kim blackwell,probabilistic modeling,0.211351734
124,kim blackwell,network modeling,0.21086033
124,kim blackwell,geometric modeling,0.207863294
124,kim blackwell,modeling performance,0.206072645
124,kim blackwell,recycled materials geo environmental modeling,0.203350405
125,kirin emlet furst,hydrology,0.266079303
125,kirin emlet furst,wastewater reuse,0.262990282
125,kirin emlet furst,drinking water,0.254751538
125,kirin emlet furst,water resources engineering,0.253398263
125,kirin emlet furst,water quality engineering,0.240603006
125,kirin emlet furst,wash,0.234569912
125,kirin emlet furst,precipitation,0.175508237
125,kirin emlet furst,side channel,0.140214575
125,kirin emlet furst,side channels,0.138964495
126,krzysztof gaj,analytic hierarchy process optimization,0.231010846
126,krzysztof gaj,ultrasound imaging devices,0.217966049
126,krzysztof gaj,functional electrical stimulation,0.214662906
126,krzysztof gaj,evidence based reasoning,0.203840589
126,krzysztof gaj,distance computer based learning,0.194160119
126,krzysztof gaj,bio metrics forensic science,0.190271284
126,krzysztof gaj,electrical based transport,0.190156478
126,krzysztof gaj,substance use disorders,0.188337974
126,krzysztof gaj,new clinical trial methods,0.185951013
126,krzysztof gaj,ultrasound,0.179658933
127,kun sun,internet,0.259628249
127,kun sun,internet measurements,0.254987093
127,kun sun,subsystems,0.244198095
127,kun sun,network web security,0.194411737
127,kun sun,internet things,0.179646808
127,kun sun,internet of things,0.179646808
127,kun sun,neuroscience,0.176546091
127,kun sun,bio metrics forensic science,0.173472878
127,kun sun,wireless communications  networks,0.17054573
127,kun sun,network forensics,0.169457744
128,kuo tian,wastewater reuse,0.195537274
128,kuo tian,software testing,0.150652574
128,kuo tian,water quality engineering,0.136835964
128,kuo tian,water resources engineering,0.130383249
128,kuo tian,new clinical trial methods,0.128996868
128,kuo tian,drinking water,0.124718655
128,kuo tian,analytic hierarchy process optimization,0.120157112
128,kuo tian,hydrology,0.113089324
128,kuo tian,ultrasound,0.111952719
129,lance sherry,subsystems,0.257102656
129,lance sherry,analytic hierarchy process optimization,0.217902312
129,lance sherry,model based systems engineering,0.1881628
129,lance sherry,time series modeling,0.183993605
129,lance sherry,real time embedded systems,0.182162242
129,lance sherry,bio metrics forensic science,0.182048889
129,lance sherry,evidence based reasoning,0.18180661
129,lance sherry,functional electrical stimulation,0.18139002
129,lance sherry,neuroscience,0.177309825
129,lance sherry,thermal based transport,0.172624676
130,larry kerschberg,subsystems,0.203605405
130,larry kerschberg,google,0.130889189
130,larry kerschberg,electronics,0.126661422
130,larry kerschberg,neural networks,0.126260605
130,larry kerschberg,bio metrics forensic science,0.125667984
130,larry kerschberg,viscoelastic fluids,0.125313156
130,larry kerschberg,neural interfaces,0.12340351
130,larry kerschberg,bioengineering,0.12340351
130,larry kerschberg,information technology,0.121245254
130,larry kerschberg,neuroscience,0.118745083
131,laura kosoglu,bioengineering,0.23473428
131,laura kosoglu,hydrology,0.172484963
131,laura kosoglu,semantic computing,0.17071584
131,laura kosoglu,gpu computing,0.16958899
131,laura kosoglu,ubiquitous computing,0.161311306
131,laura kosoglu,computing education research,0.13515004
131,laura kosoglu,water resources engineering,0.130207151
132,lei yang,subsystems,0.230060406
132,lei yang,wireless networks,0.204972038
132,lei yang,wireless,0.193986312
132,lei yang,wireless networking,0.188337419
132,lei yang,bio metrics forensic science,0.171824004
132,lei yang,wireless communications  networks,0.170372047
132,lei yang,model based systems engineering,0.170101376
132,lei yang,network modeling,0.16749021
132,lei yang,ai ml wireless,0.166428427
132,lei yang,devices,0.162691512
